70/3,,,,,,70/6,,,,,,70/9,,,,,,70/12,,,,,,70/18,,,,,,70/24,,,,,
texp(s),gamma*(%),G*(Pa),G'(Pa),"G""(Pa)",Loss tangent,texp(s),gamma*(%),GG,G'(Pa),"G""(Pa)",Loss tangent,texp(s),gamma*(%),G*(Pa),G'(Pa),"G""(Pa)",Loss tangent,texp(s),gamma*(%),G*(Pa),G'(Pa),"G""(Pa)",Loss tangent,texp(s),gamma*(%),G*(Pa),G'(Pa),"G""(Pa)",Loss tangent,texp(s),gamma*(%),G*(Pa),G'(Pa),"G""(Pa)",Loss tangent
162.1,0.415925,551.6,549.5,48.29,0.087879891,162.1,0.219774,200.9,108.7,169,1.55473781,162.1,0.402186,89.03,74.98,48,0.640170712,162.1,0.437139,42.7,35.93,23.07,0.642081826,162.1,0.312513,36.08,33.35,13.79,0.413493253,162.1,0.323361,21.85,19.95,8.895,0.445864662
164.1,0.483794,551.2,547.5,63.57,0.116109589,164.1,0.346933,184,147.4,110,0.746268657,164.1,0.487816,91.89,81.64,42.18,0.516658501,164.1,0.495438,43.64,38,21.45,0.564473684,164.1,0.432402,36.78,34.81,11.88,0.341281241,164.1,0.433283,22.15,20.81,7.614,0.365881788
166.1,0.489608,560,555.3,71.84,0.129371511,166.1,0.446482,183.8,165.4,80.1,0.484280532,166.1,0.499864,92.23,82.24,41.73,0.507417315,166.1,0.496524,43.96,38.54,21.15,0.548780488,166.1,0.48698,37.25,35.55,11.14,0.313361463,166.1,0.486812,22.33,21.17,7.108,0.335758148
168.1,0.488959,563.5,557.7,80.8,0.14488076,168.1,0.497417,183.6,171,66.9,0.39122807,168.1,0.499434,92.38,82.42,41.73,0.506309148,168.1,0.498038,44.13,38.82,20.99,0.54070067,168.1,0.495846,37.66,36.17,10.51,0.290572297,168.1,0.497938,22.62,21.68,6.461,0.298016605
170.1,0.499907,558.8,552.2,86.03,0.155795002,170.1,0.493311,185.8,175.8,60.07,0.341695108,170.1,0.498984,92.67,82.76,41.7,0.503866602,170.1,0.497004,44.32,39.13,20.81,0.53181702,170.1,0.497207,37.86,36.4,10.41,0.285989011,170.1,0.49868,22.72,21.81,6.365,0.291838606
172.1,0.509857,549.7,542.6,87.76,0.161739771,172.1,0.492989,187.5,178.1,58.59,0.328972487,172.1,0.498834,93.05,83.23,41.6,0.499819777,172.1,0.498728,44.43,39.29,20.75,0.528124205,172.1,0.498772,38.09,36.67,10.3,0.280883556,172.1,0.498332,22.82,21.93,6.311,0.287779298
174.1,0.50584,546.6,539.4,88.09,0.163311086,174.1,0.49689,188.4,179.4,57.41,0.320011148,174.1,0.498716,93.31,83.54,41.56,0.497486234,174.1,0.49839,44.55,39.47,20.64,0.522928807,174.1,0.497212,38.29,36.91,10.19,0.276076944,174.1,0.498187,22.92,22.04,6.268,0.284392015
176.1,0.498691,547.7,540.6,87.46,0.161783204,176.1,0.498055,189,180.3,56.78,0.314919578,176.1,0.498197,93.64,83.97,41.43,0.493390497,176.1,0.498794,44.64,39.61,20.59,0.519818228,176.1,0.497092,38.47,37.11,10.14,0.273241714,176.1,0.49842,23.01,22.16,6.218,0.280595668
178.1,0.494901,548.8,541.5,88.97,0.164302862,178.1,0.49832,189.5,180.8,56.52,0.312610619,178.1,0.498093,93.84,84.21,41.42,0.491865574,178.1,0.499726,44.69,39.68,20.56,0.518145161,178.1,0.497404,38.63,37.29,10.08,0.270313757,178.1,0.497376,23.11,22.28,6.166,0.276750449
180.1,0.493883,549.6,542.2,90.15,0.16626706,180.1,0.498481,189.8,181.2,56.49,0.311754967,180.1,0.498826,94,84.39,41.42,0.490816447,180.1,0.499886,44.76,39.78,20.51,0.515585721,180.1,0.498042,38.78,37.45,10.06,0.268624833,180.1,0.496751,23.18,22.35,6.141,0.274765101
182.1,0.496438,550.6,543.4,88.83,0.16347074,182.1,0.498689,190.2,181.7,56.33,0.310016511,182.1,0.499521,94.22,84.66,41.35,0.488424285,182.1,0.499593,44.82,39.86,20.49,0.514049172,182.1,0.497915,38.93,37.62,10.01,0.266081871,182.1,0.497169,23.26,22.44,6.124,0.272905526
184.1,0.499253,550.8,543.6,88.65,0.16307947,184.1,0.499902,190.5,182,56.21,0.308846154,184.1,0.499125,94.41,84.9,41.3,0.486454653,184.1,0.499898,44.87,39.93,20.47,0.512647132,184.1,0.498316,39.06,37.75,10,0.264900662,184.1,0.4987,23.34,22.53,6.098,0.27066134
186.1,0.50293,551.3,544.4,87.11,0.160011021,186.1,0.499494,190.8,182.3,55.99,0.307131103,186.1,0.498948,94.51,85,41.32,0.486117647,186.1,0.500713,44.91,39.98,20.45,0.511505753,186.1,0.497138,39.21,37.93,9.943,0.262140786,186.1,0.499274,23.4,22.59,6.08,0.26914564
188.1,0.503223,551.5,544.8,85.74,0.157378855,188.1,0.499371,191,182.6,55.8,0.30558598,188.1,0.499835,94.67,85.2,41.28,0.484507042,188.1,0.499525,44.96,40.05,20.42,0.509862672,188.1,0.498158,39.31,38.02,9.968,0.262177801,188.1,0.498869,23.46,22.67,6.046,0.266696074
190.1,0.502199,551.5,544.9,84.91,0.155826757,190.1,0.499171,191.2,182.9,55.76,0.304866047,190.1,0.500211,94.84,85.41,41.24,0.482847442,190.1,0.499794,44.98,40.07,20.43,0.509857749,190.1,0.499352,39.43,38.15,9.958,0.26102228,190.1,0.499073,23.51,22.72,6.047,0.266153169
192.1,0.500937,551.8,545.4,84.11,0.154217088,192.1,0.499386,191.6,183.3,55.63,0.303491544,192.1,0.499866,94.95,85.53,41.23,0.482053081,192.1,0.500243,45.01,40.11,20.42,0.509099975,192.1,0.500405,39.53,38.25,9.963,0.260470588,192.1,0.499256,23.59,22.81,6.017,0.263787812
194.1,0.499621,552.6,546.4,82.66,0.151281113,194.1,0.499839,191.7,183.5,55.65,0.303269755,194.1,0.499546,95.01,85.58,41.26,0.482121991,194.1,0.500432,45.06,40.18,20.39,0.507466401,194.1,0.500512,39.61,38.34,9.978,0.260250391,194.1,0.500009,23.65,22.87,6.015,0.263008308
196.1,0.498057,553.4,547.3,82.03,0.149881235,196.1,0.499387,191.9,183.7,55.72,0.303320631,196.1,0.499641,95.1,85.67,41.28,0.481848955,196.1,0.50012,45.09,40.22,20.37,0.506464446,196.1,0.49912,39.77,38.52,9.915,0.257398754,196.1,0.500097,23.7,22.92,6.022,0.262739965
198.1,0.495947,554.4,548.4,81.21,0.148085339,198.1,0.49903,192.2,184.1,55.43,0.301086366,198.1,0.499746,95.23,85.83,41.24,0.480484679,198.1,0.499456,45.13,40.28,20.35,0.505213505,198.1,0.499967,39.87,38.61,9.929,0.257161357,198.1,0.500311,23.74,22.97,6.013,0.26177623
200.1,0.495885,555.2,549.2,81.67,0.14870721,200.1,0.499275,192.4,184.2,55.52,0.301411509,200.1,0.499957,95.31,85.92,41.25,0.480097765,200.1,0.499298,45.15,40.31,20.35,0.504837509,200.1,0.499554,39.98,38.74,9.902,0.255601446,200.1,0.499787,23.81,23.04,5.994,0.26015625
202.1,0.496374,556.4,550.4,81.61,0.148273983,202.1,0.499685,192.6,184.5,55.35,0.3,202.1,0.499702,95.4,86.03,41.24,0.479367662,202.1,0.499639,45.17,40.32,20.35,0.504712302,202.1,0.498877,40.07,38.83,9.907,0.25513778,202.1,0.499467,23.86,23.1,5.981,0.258917749
204.1,0.498525,558.5,552.7,79.96,0.144671612,204.1,0.49949,192.8,184.8,55.21,0.298755411,204.1,0.499631,95.48,86.12,41.24,0.478866698,204.1,0.499001,45.24,40.41,20.33,0.503093294,204.1,0.499215,40.18,38.94,9.913,0.254571135,204.1,0.499983,23.89,23.13,5.993,0.259100735
206.1,0.499527,559.8,554.1,79.79,0.143999278,206.1,0.498896,192.9,184.8,55.37,0.299621212,206.1,0.499853,95.55,86.19,41.24,0.478477782,206.1,0.498191,45.24,40.4,20.36,0.503960396,206.1,0.499659,40.26,39.03,9.911,0.253932872,206.1,0.499925,23.96,23.2,5.993,0.258318966
208.1,0.495907,561.1,555.4,79.38,0.142924019,208.1,0.498762,193.1,185.1,55.16,0.29800108,208.1,0.499548,95.66,86.32,41.21,0.477409639,208.1,0.498866,45.28,40.46,20.35,0.502965892,208.1,0.499135,40.36,39.13,9.911,0.253283925,208.1,0.49958,24.01,23.25,5.992,0.25772043
210.1,0.495715,562,556.3,80.04,0.143879202,210.1,0.499442,193.3,185.3,54.98,0.296708041,210.1,0.499659,95.7,86.36,41.24,0.477535896,210.1,0.502702,45.24,40.4,20.36,0.503960396,210.1,0.499115,40.46,39.23,9.892,0.252153964,210.1,0.499096,24.05,23.3,5.959,0.255751073
212.1,0.498551,563.4,557.8,79.54,0.142595913,212.1,0.499622,193.4,185.4,55,0.296655879,212.1,0.499238,95.78,86.46,41.21,0.476636595,212.1,0.502553,45.31,40.5,20.31,0.501481481,212.1,0.499571,40.54,39.31,9.911,0.252124141,212.1,0.498908,24.08,23.33,5.954,0.255207887
214.1,0.502029,564.4,558.7,80.2,0.143547521,214.1,0.498928,193.7,185.7,54.94,0.295853527,214.1,0.498994,95.88,86.56,41.23,0.476317006,214.1,0.500575,45.34,40.54,20.31,0.50098668,214.1,0.499317,40.63,39.4,9.906,0.25142132,214.1,0.499058,24.12,23.38,5.96,0.254918734
216.1,0.504311,565.8,560.2,79.26,0.141485184,216.1,0.500013,193.8,185.8,54.95,0.295748116,216.1,0.499112,95.91,86.58,41.25,0.476437976,216.1,0.499714,45.36,40.56,20.32,0.500986193,216.1,0.498882,40.71,39.48,9.915,0.251139818,216.1,0.499992,24.17,23.42,5.966,0.254739539
218.1,0.501981,566.5,560.9,79.15,0.141112498,218.1,0.499867,193.9,186,54.94,0.295376344,218.1,0.499809,95.98,86.67,41.24,0.475827853,218.1,0.500571,45.36,40.56,20.3,0.500493097,218.1,0.49907,40.79,39.56,9.927,0.250935288,218.1,0.501057,24.2,23.45,5.957,0.254029851
220.1,0.496646,568,562.8,76.98,0.136780384,220.1,0.49976,194.1,186.1,54.88,0.294895218,220.1,0.499463,96.07,86.78,41.22,0.474994238,220.1,0.49986,45.41,40.63,20.28,0.499138568,220.1,0.498427,40.86,39.64,9.917,0.250176589,220.1,0.499715,24.25,23.51,5.944,0.252828584
222.1,0.493294,568.3,562.8,78.61,0.139676617,222.1,0.499487,194.2,186.3,54.84,0.294363929,222.1,0.500004,96.07,86.75,41.28,0.475850144,222.1,0.500571,45.41,40.62,20.31,0.5,222.1,0.498816,40.93,39.7,9.929,0.250100756,222.1,0.499659,24.28,23.54,5.953,0.2528887
224.1,0.496825,568.9,563.3,79.42,0.140990591,224.1,0.499689,194.3,186.4,54.92,0.294635193,224.1,0.499874,96.14,86.84,41.26,0.47512667,224.1,0.50034,45.42,40.62,20.32,0.500246184,224.1,0.498881,41.02,39.8,9.913,0.249070352,224.1,0.499504,24.33,23.59,5.927,0.25125053
226.1,0.499361,569.9,564.4,78.96,0.13990078,226.1,0.500269,194.4,186.5,54.93,0.294530831,226.1,0.50055,96.22,86.93,41.24,0.474404693,226.1,0.500261,45.45,40.67,20.29,0.498893533,226.1,0.500609,41.08,39.86,9.926,0.249021576,226.1,0.499399,24.35,23.62,5.948,0.251820491
228.1,0.501403,570.6,565.1,79.26,0.140258361,228.1,0.499975,194.7,186.9,54.69,0.292616372,228.1,0.500482,96.26,86.96,41.28,0.474701012,228.1,0.500167,45.45,40.65,20.32,0.499876999,228.1,0.500415,41.17,39.95,9.919,0.248285357,228.1,0.498659,24.41,23.67,5.956,0.251626531
230.1,0.501897,572.1,566.9,77.12,0.136038102,230.1,0.499347,194.7,186.9,54.77,0.293044409,230.1,0.499751,96.35,87.07,41.26,0.473871598,230.1,0.500444,45.49,40.71,20.29,0.498403341,230.1,0.50005,41.24,40.03,9.927,0.247989008,230.1,0.499349,24.44,23.7,5.966,0.251729958
232.1,0.497841,572.5,567.3,77.38,0.136400494,232.1,0.498719,194.8,186.9,54.81,0.293258427,232.1,0.500159,96.38,87.1,41.27,0.473823192,232.1,0.500279,45.49,40.71,20.3,0.498648981,232.1,0.499648,41.3,40.09,9.935,0.247817411,232.1,0.499792,24.47,23.73,5.971,0.251622419
234.1,0.495225,572.8,567.5,78.27,0.137920705,234.1,0.499428,194.8,187,54.55,0.29171123,234.1,0.500273,96.44,87.16,41.29,0.47372648,234.1,0.499127,45.53,40.76,20.29,0.497791953,234.1,0.499844,41.35,40.13,9.969,0.248417643,234.1,0.5004,24.51,23.77,5.952,0.250399663
236.1,0.498893,573.3,567.8,79.27,0.139609017,236.1,0.497259,195,187.1,54.73,0.29251737,236.1,0.500064,96.5,87.24,41.26,0.472948189,236.1,0.49867,45.56,40.79,20.29,0.49742584,236.1,0.499859,41.43,40.22,9.948,0.247339632,236.1,0.49959,24.54,23.8,5.961,0.250462185
238.1,0.50427,574,568.6,78.91,0.138779458,238.1,0.496121,195.2,187.5,54.39,0.29008,238.1,0.499694,96.55,87.29,41.27,0.472791843,238.1,0.499042,45.55,40.77,20.31,0.498160412,238.1,0.500444,41.5,40.29,9.94,0.246711343,238.1,0.499007,24.57,23.83,5.954,0.249853126
240.1,0.502742,575,569.7,77.63,0.136264701,240.1,0.498382,195.2,187.3,54.92,0.293219434,240.1,0.499886,96.6,87.33,41.28,0.472689797,240.1,0.499343,45.57,40.81,20.29,0.497182063,240.1,0.50027,41.56,40.36,9.935,0.246159564,240.1,0.499388,24.6,23.86,5.965,0.25
242.1,0.499905,575.6,570.4,76.78,0.134607293,242.1,0.499907,195.5,187.7,54.58,0.290783165,242.1,0.500477,96.62,87.34,41.31,0.472979162,242.1,0.499753,45.57,40.8,20.3,0.49754902,242.1,0.499875,41.61,40.4,9.994,0.247376238,242.1,0.500431,24.63,23.89,5.977,0.250188363
244.1,0.498848,575.7,570.4,77.88,0.136535764,244.1,0.500062,195.5,187.8,54.54,0.290415335,244.1,0.500286,96.66,87.39,41.31,0.472708548,244.1,0.499197,45.6,40.84,20.29,0.496816846,244.1,0.499287,41.71,40.5,9.962,0.245975309,244.1,0.501082,24.67,23.94,5.946,0.248370927
246.1,0.495865,576.5,571.4,76.58,0.134021701,246.1,0.499118,195.6,187.8,54.58,0.290628328,246.1,0.499648,96.73,87.47,41.29,0.472047559,246.1,0.498808,45.61,40.84,20.3,0.497061704,246.1,0.499249,41.75,40.53,9.994,0.246582778,246.1,0.501127,24.69,23.96,5.971,0.249207012
248.1,0.496024,576.4,571,78.3,0.137127846,248.1,0.498042,195.9,188.2,54.45,0.289319872,248.1,0.49962,96.77,87.52,41.29,0.471777879,248.1,0.498813,45.62,40.86,20.29,0.496573666,248.1,0.49915,41.8,40.58,10,0.246426811,248.1,0.499614,24.75,24.02,5.936,0.247127394
250.1,0.49905,577.2,572,77.32,0.135174825,250.1,0.498572,196,188.2,54.75,0.290913921,250.1,0.499467,96.82,87.56,41.31,0.471790772,250.1,0.500076,45.62,40.85,20.31,0.497184823,250.1,0.499734,41.86,40.65,9.988,0.245707257,250.1,0.499069,24.78,24.06,5.949,0.247256858
252.1,9.58878,634.6,559.1,300.1,0.5367555,252.1,9.76784,220.3,192.1,107.9,0.561686622,252.1,9.77328,118.8,99.52,64.87,0.651828778,252.1,11.3459,52.93,42.95,30.93,0.720139697,252.1,12.6266,40.38,35.18,19.83,0.563672541,252.1,14.9229,22.43,19.07,11.81,0.619297326
254.1,101.648,360.2,300,199.3,0.664333333,254.1,100.88,123.1,105.3,63.79,0.605792972,254.1,93.8636,67.3,54.82,39.04,0.712148851,254.1,83.2972,34.97,28.71,19.96,0.695228144,254.1,99.4002,23.69,17.48,15.99,0.914759725,254.1,101.066,11.89,8.498,8.321,0.97917157
256.1,198.974,305.6,231.9,199,0.858128504,256.1,202,102.8,81.51,62.65,0.768617348,256.1,207.863,51.87,39.08,34.11,0.872824974,256.1,192.826,26.93,20.34,17.65,0.867748279,256.1,193.3,19.86,13.25,14.79,1.116226415,256.1,192.805,9.809,6.434,7.403,1.150606155
258.1,252.635,301.2,234.6,188.9,0.805200341,258.1,257.259,100.1,81.57,57.98,0.710800539,258.1,266.717,49.3,37.72,31.75,0.841728526,258.1,259.601,25.33,19.4,16.3,0.840206186,258.1,252.609,19,12.96,13.89,1.071759259,258.1,252.381,9.305,6.295,6.852,1.088482923
260.1,252.979,299.9,234.6,186.9,0.796675192,260.1,254.268,99.95,82.08,57.04,0.694931774,260.1,260.191,48.79,37.28,31.47,0.844152361,260.1,261.142,24.74,18.9,15.98,0.845502646,260.1,254.996,18.68,12.72,13.69,1.076257862,260.1,253.575,9.265,6.329,6.766,1.069047243
262.1,251.086,299.1,233.8,186.5,0.797690334,262.1,249.729,100.3,82.45,57.15,0.693147362,262.1,249.629,49.38,37.43,32.2,0.860272509,262.1,250.512,24.92,18.87,16.28,0.862745098,262.1,251.005,18.63,12.69,13.64,1.074862096,262.1,249.344,9.327,6.398,6.786,1.060643951
264.1,250.786,298.5,233,186.5,0.800429185,264.1,250.055,100.3,82.42,57.12,0.693035671,264.1,250.458,49.22,37.33,32.08,0.859362443,264.1,250.594,24.83,18.77,16.26,0.866275972,264.1,250.498,18.59,12.68,13.6,1.072555205,264.1,249.472,9.352,6.435,6.786,1.054545455
266.1,250.302,298.1,232.5,186.6,0.802580645,266.1,249.815,100.4,82.5,57.13,0.692484848,266.1,250.297,49.15,37.26,32.06,0.86044015,266.1,250.552,24.76,18.7,16.24,0.868449198,266.1,250.234,18.57,12.66,13.58,1.072669826,266.1,249.605,9.375,6.467,6.788,1.049636617
268.1,250.245,298.1,232.6,186.4,0.801375752,268.1,249.865,100.4,82.62,57.08,0.69087388,268.1,250.276,49.09,37.22,32.02,0.860290167,268.1,250.487,24.71,18.63,16.23,0.871175523,268.1,250.098,18.56,12.66,13.57,1.071879937,268.1,249.568,9.401,6.498,6.793,1.045398584
270.1,250.087,298.1,232.8,186.1,0.799398625,270.1,249.85,100.5,82.72,57.07,0.689917795,270.1,250.212,49.05,37.17,31.99,0.860640301,270.1,250.412,24.66,18.58,16.21,0.872443488,270.1,250.039,18.55,12.66,13.57,1.071879937,270.1,249.55,9.428,6.528,6.801,1.041819853
272.1,249.951,297.8,232.6,185.9,0.799226139,272.1,249.833,100.6,82.82,57.05,0.688843275,272.1,250.167,49.01,37.14,31.97,0.860796984,272.1,250.329,24.62,18.53,16.2,0.87425796,272.1,250.01,18.55,12.66,13.56,1.071090047,272.1,249.574,9.454,6.557,6.811,1.038737227
274.1,250.026,297.5,232.4,185.8,0.799483649,274.1,249.825,100.7,82.94,57.04,0.687726067,274.1,250.133,48.98,37.12,31.96,0.860991379,274.1,250.221,24.59,18.5,16.2,0.875675676,274.1,249.992,18.55,12.67,13.56,1.070244672,274.1,249.612,9.478,6.583,6.819,1.035849916
276.1,250.08,297.4,232.3,185.7,0.799397331,276.1,249.84,100.7,83.04,57.03,0.686777457,276.1,250.095,48.96,37.1,31.95,0.861185984,276.1,250.148,24.57,18.48,16.19,0.876082251,276.1,249.924,18.56,12.68,13.56,1.069400631,276.1,249.622,9.501,6.608,6.827,1.033141646
278.1,250.038,297.3,232.3,185.6,0.798966853,278.1,249.775,100.8,83.17,57.01,0.685463508,278.1,250.068,48.94,37.08,31.94,0.861380798,278.1,250.119,24.55,18.46,16.19,0.877031419,278.1,249.896,18.57,12.69,13.56,1.06855792,278.1,249.657,9.521,6.631,6.832,1.03031217
280.1,250.08,297.2,232.3,185.4,0.798105898,280.1,249.748,100.9,83.29,56.99,0.684235803,280.1,250.064,48.92,37.07,31.93,0.861343404,280.1,250.125,24.54,18.44,16.18,0.877440347,280.1,249.88,18.58,12.7,13.56,1.067716535,280.1,249.663,9.542,6.655,6.838,1.027498122
282.1,250.11,297.1,232.3,185.3,0.79767542,282.1,249.725,101,83.41,56.99,0.683251409,282.1,250.1,48.9,37.05,31.92,0.861538462,282.1,250.119,24.52,18.43,16.18,0.877916441,282.1,249.904,18.58,12.71,13.56,1.066876475,282.1,249.638,9.565,6.68,6.846,1.024850299
284.1,250.081,297.1,232.2,185.3,0.798018949,284.1,249.721,101.1,83.53,56.98,0.682150126,284.1,250.063,48.9,37.05,31.91,0.861268556,284.1,250.107,24.51,18.41,16.17,0.878326996,284.1,249.921,18.59,12.72,13.56,1.066037736,284.1,249.608,9.589,6.704,6.856,1.022673031
286.1,249.978,297.1,232.3,185.2,0.797244942,286.1,249.712,101.2,83.66,56.98,0.681090127,286.1,250.053,48.89,37.04,31.91,0.86150108,286.1,250.096,24.5,18.4,16.17,0.878804348,286.1,249.886,18.6,12.73,13.56,1.065200314,286.1,249.603,9.613,6.728,6.867,1.020659929
288.1,249.95,297.1,232.3,185.2,0.797244942,288.1,249.699,101.3,83.79,56.98,0.680033417,288.1,250.03,48.88,37.03,31.9,0.861463678,288.1,250.097,24.48,18.39,16.17,0.879282219,288.1,249.844,18.61,12.75,13.57,1.064313725,288.1,249.609,9.635,6.751,6.874,1.018219523
290.1,249.965,297.1,232.4,185.1,0.796471601,290.1,249.702,101.4,83.92,56.98,0.678979981,290.1,250.03,48.87,37.03,31.9,0.861463678,290.1,250.107,24.47,18.37,16.17,0.880239521,290.1,249.816,18.63,12.76,13.57,1.063479624,290.1,249.646,9.656,6.773,6.882,1.016093312
292.1,249.976,297.1,232.4,185.1,0.796471601,292.1,249.761,101.5,84.04,56.98,0.678010471,292.1,250.014,48.87,37.03,31.89,0.861193627,292.1,250.113,24.46,18.36,16.16,0.880174292,292.1,249.792,18.65,12.78,13.58,1.062597809,292.1,249.665,9.676,6.794,6.89,1.014130115
294.1,249.98,297.1,232.4,185.1,0.796471601,294.1,249.789,101.6,84.15,56.97,0.677005348,294.1,250.01,48.87,37.03,31.89,0.861193627,294.1,250.095,24.45,18.35,16.16,0.880653951,294.1,249.803,18.67,12.8,13.59,1.06171875,294.1,249.66,9.699,6.816,6.9,1.012323944
296.1,249.894,297.3,232.5,185.2,0.79655914,296.1,249.782,101.7,84.27,56.96,0.67592263,296.1,250.022,48.86,37.03,31.88,0.860923575,296.1,250.047,24.45,18.35,16.16,0.880653951,296.1,249.762,18.69,12.82,13.6,1.060842434,296.1,249.663,9.72,6.838,6.909,1.010383153
298.1,249.592,297.7,232.8,185.6,0.797250859,298.1,249.75,101.8,84.4,56.96,0.674881517,298.1,250.037,48.86,37.02,31.88,0.861156132,298.1,250.028,24.44,18.34,16.16,0.881134133,298.1,249.74,18.72,12.85,13.61,1.059143969,298.1,249.642,9.743,6.861,6.918,1.008307827
300.1,249.526,298.3,233.2,186.1,0.798027444,300.1,249.748,101.9,84.54,56.97,0.673882186,300.1,250.032,48.86,37.02,31.88,0.861156132,300.1,250.018,24.44,18.34,16.16,0.881134133,300.1,249.746,18.74,12.87,13.62,1.058275058,300.1,249.675,9.764,6.883,6.926,1.006247276
,,,,,,302.2,2.72562,139.8,73.63,118.9,1.614830911,,,,,,,302.2,5.96373,46.34,29.94,35.38,1.181696727,302.2,5.11404,50.16,27.99,41.63,1.487316899,302.2,9.78322,18.09,16.36,7.724,0.472127139
,,,,,,304.2,1.47063,156.5,115.2,105.9,0.919270833,304.2,2.47017,60.8,54.23,27.48,0.506730592,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,306.2,0.332964,40.07,29.71,26.89,0.905082464,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310.2,0.280043,574.8,561.9,121.1,0.215518776,,,,,,,,,,,,,,,,,,,310.2,0.157874,39.09,33.71,19.8,0.5873628,310.2,0.151685,22.4,18.58,12.51,0.673304629
312.2,0.413289,590.1,581.2,102,0.175498968,312.2,0.220355,196.5,113.7,160.3,1.409850484,312.2,0.295322,89.33,72.64,51.99,0.715721366,312.2,0.381431,42.75,35.82,23.35,0.651870463,312.2,0.327234,38.99,36.1,14.74,0.408310249,312.2,0.302056,22.74,20.67,9.459,0.457619739
314.2,0.489641,586.5,578.7,95.46,0.164955936,314.2,0.344429,187.8,150.1,112.8,0.751499001,314.2,0.42607,92.36,81.45,43.56,0.53480663,314.2,0.479444,43.62,37.79,21.79,0.576607568,314.2,0.439088,39.78,37.71,12.64,0.335189605,314.2,0.423038,23.37,22.02,7.84,0.356039964
316.2,0.505248,582.4,576.2,85.15,0.147778549,316.2,0.444076,189.5,169.1,85.56,0.505972797,316.2,0.490453,92.96,82.62,42.62,0.515855725,316.2,0.497863,44.11,38.69,21.19,0.547686741,316.2,0.487316,40.28,38.49,11.88,0.308651598,316.2,0.484454,23.77,22.65,7.212,0.318410596
318.2,0.503028,576.7,570.3,85.64,0.150166579,318.2,0.499039,190.5,176.3,72.33,0.410266591,318.2,0.501001,93.37,83.37,42.05,0.504378074,318.2,0.499763,44.36,39.1,20.95,0.535805627,318.2,0.49728,40.72,39.13,11.27,0.288014311,318.2,0.498023,24,23.02,6.801,0.295438749
320.2,0.501561,574.1,567.7,85.77,0.151083319,320.2,0.501256,191.7,180.7,63.99,0.354122856,320.2,0.499074,93.59,83.62,42.02,0.502511361,320.2,0.499471,44.51,39.35,20.82,0.52909784,320.2,0.497967,40.98,39.46,11.08,0.280790674,320.2,0.498201,24.11,23.18,6.652,0.286971527
322.2,0.502127,573.2,566.7,86.14,0.152002823,322.2,0.495685,193.7,183.6,61.67,0.335893246,322.2,0.498253,94.01,84.15,41.91,0.498039216,322.2,0.499063,44.64,39.54,20.72,0.524026302,322.2,0.498472,41.2,39.72,10.95,0.275679758,322.2,0.498359,24.2,23.29,6.565,0.281880635
324.2,0.50149,573.5,567.1,85.52,0.150802328,324.2,0.495476,195.7,186.2,60.28,0.323737916,324.2,0.498605,94.34,84.57,41.81,0.494383351,324.2,0.499013,44.7,39.63,20.67,0.521574565,324.2,0.498604,41.4,39.96,10.84,0.271271271,324.2,0.498506,24.3,23.42,6.485,0.276900085
326.2,0.499647,574.4,568.1,84.54,0.148811829,326.2,0.497023,196.9,187.7,59.28,0.315823122,326.2,0.499293,94.63,84.93,41.74,0.491463558,326.2,0.498104,44.85,39.84,20.59,0.516817269,326.2,0.498402,41.58,40.17,10.75,0.267612646,326.2,0.498608,24.38,23.52,6.427,0.273256803
328.2,0.498962,574.9,568.6,85.13,0.149718607,328.2,0.497232,197.5,188.6,58.73,0.311399788,328.2,0.499614,94.88,85.23,41.68,0.489029684,328.2,0.497866,44.91,39.92,20.56,0.51503006,328.2,0.497956,41.74,40.35,10.68,0.264684015,328.2,0.499,24.47,23.62,6.388,0.270448772
330.2,0.497591,576.3,570.2,83.8,0.146965977,330.2,0.497888,198,189.2,58.37,0.308509514,330.2,0.499474,95.07,85.46,41.65,0.487362509,330.2,0.498894,44.96,39.99,20.55,0.51387847,330.2,0.498609,41.88,40.51,10.64,0.262651197,330.2,0.499103,24.55,23.72,6.332,0.266947723
332.2,0.497205,577.4,571.3,83.63,0.146385437,332.2,0.497995,198.5,189.8,57.98,0.305479452,332.2,0.498818,95.24,85.66,41.63,0.485991128,332.2,0.499681,45.03,40.1,20.5,0.511221945,332.2,0.498458,42.02,40.67,10.58,0.260142611,332.2,0.500018,24.6,23.78,6.311,0.265391085
334.2,0.497222,578.5,572.4,83.86,0.14650594,334.2,0.498984,198.7,190.1,57.99,0.305049974,334.2,0.498356,95.42,85.87,41.6,0.484453243,334.2,0.501311,45.07,40.15,20.48,0.510087173,334.2,0.498677,42.14,40.8,10.57,0.259068627,334.2,0.499827,24.66,23.85,6.297,0.264025157
336.2,0.499204,580.2,574.2,83,0.144548938,336.2,0.499379,199,190.5,57.74,0.303097113,336.2,0.499452,95.61,86.1,41.56,0.482694541,336.2,0.501214,45.1,40.2,20.45,0.508706468,336.2,0.49918,42.28,40.95,10.55,0.257631258,336.2,0.498837,24.72,23.91,6.265,0.262024258
