70/3,,,,,,70/6,,,,,,70/9,,,,,,70/12,,,,,,70/18,,,,,,70/24,,,,,
texp(s),gamma*(%),G*(Pa),G'(Pa),"G""(Pa)",Loss tangent,texp(s),gamma*(%),GG,G'(Pa),"G""(Pa)",Loss tangent,texp(s),gamma*(%),G*(Pa),G'(Pa),"G""(Pa)",Loss tangent,texp(s),gamma*(%),G*(Pa),G'(Pa),"G""(Pa)",Loss tangent,texp(s),gamma*(%),G*(Pa),G'(Pa),"G""(Pa)",Loss tangent,texp(s),gamma*(%),G*(Pa),G'(Pa),"G""(Pa)",Loss tangent
338.2,0.501031,581.6,575.6,82.82,0.143884642,338.2,0.499934,199.2,190.7,57.53,0.301678028,338.2,0.500217,95.73,86.25,41.55,0.48173913,338.2,0.500782,45.17,40.28,20.43,0.507199603,338.2,0.499521,42.42,41.1,10.49,0.255231144,338.2,0.498388,24.78,23.97,6.257,0.261034627
340.2,0.500358,582.7,576.7,83.1,0.144095717,340.2,0.50017,199.3,190.8,57.52,0.301467505,340.2,0.500052,95.9,86.45,41.5,0.48004627,340.2,0.499689,45.21,40.34,20.41,0.50594943,340.2,0.499541,42.51,41.2,10.48,0.254368932,340.2,0.498314,24.84,24.04,6.236,0.259400998
342.2,0.499938,584.1,578.3,82.26,0.14224451,342.2,0.500211,199.7,191.3,57.26,0.299320439,342.2,0.499998,95.99,86.56,41.51,0.479551756,342.2,0.499059,45.24,40.37,20.41,0.505573446,342.2,0.498849,42.61,41.31,10.46,0.253207456,342.2,0.499262,24.89,24.11,6.208,0.25748652
344.2,0.49716,585.2,579.4,82.16,0.141801864,344.2,0.499539,200,191.7,57.17,0.298226395,344.2,0.499852,96.08,86.64,41.51,0.479108957,344.2,0.49931,45.27,40.41,20.41,0.505073002,344.2,0.498178,42.73,41.44,10.41,0.251206564,344.2,0.499736,24.92,24.13,6.213,0.257480315
346.2,0.495048,586.8,581.2,81.17,0.139659326,346.2,0.499972,200.3,192.1,56.94,0.296408121,346.2,0.499149,96.18,86.76,41.51,0.478446289,346.2,0.500369,45.3,40.45,20.4,0.504326329,346.2,0.497782,42.81,41.51,10.44,0.251505661,346.2,0.500227,24.96,24.18,6.205,0.256617039
348.2,0.496067,587.7,581.9,81.87,0.140694277,348.2,0.500375,200.4,192.2,57.01,0.296618106,348.2,0.498888,96.29,86.89,41.49,0.477500288,348.2,0.50165,45.32,40.47,20.39,0.503829998,348.2,0.498461,42.9,41.62,10.41,0.250120135,348.2,0.500558,25.01,24.23,6.194,0.255633512
350.2,0.497189,588.8,583.2,81.6,0.139917695,350.2,0.499933,200.7,192.5,56.85,0.295324675,350.2,0.499145,96.41,87.03,41.48,0.476617258,350.2,0.500943,45.36,40.53,20.37,0.502590674,350.2,0.4991,42.98,41.69,10.42,0.249940034,350.2,0.500267,25.06,24.29,6.169,0.253972828
352.2,0.497341,590,584.4,81.28,0.13908282,352.2,0.499534,200.9,192.7,56.65,0.29398028,352.2,0.49908,96.49,87.13,41.46,0.475840698,352.2,0.499718,45.42,40.61,20.34,0.500861857,352.2,0.498512,43.08,41.8,10.39,0.248564593,352.2,0.499652,25.12,24.35,6.149,0.252525667
354.2,0.497933,591,585.4,81.02,0.138401093,354.2,0.499231,200.9,192.8,56.73,0.294242739,354.2,0.498809,96.56,87.2,41.46,0.475458716,354.2,0.499941,45.43,40.61,20.36,0.501354346,354.2,0.498411,43.16,41.88,10.41,0.248567335,354.2,0.498946,25.15,24.39,6.159,0.252521525
356.2,0.499089,591.8,586.2,81.35,0.138775162,356.2,0.498503,201.2,193.2,56.43,0.292080745,356.2,0.499128,96.59,87.22,41.49,0.475693648,356.2,0.501115,45.44,40.63,20.36,0.501107556,356.2,0.498461,43.27,42.01,10.34,0.246131873,356.2,0.497866,25.21,24.45,6.127,0.250593047
358.2,0.499871,592.9,587.3,80.86,0.137680913,358.2,0.499284,201.2,193.1,56.59,0.29306059,358.2,0.499274,96.69,87.36,41.45,0.474473443,358.2,0.501377,45.48,40.69,20.33,0.499631359,358.2,0.49844,43.29,42.03,10.38,0.246966453,358.2,0.497888,25.25,24.49,6.134,0.250469579
360.2,0.500556,593.7,588.2,80.81,0.137385243,360.2,0.499288,201.4,193.3,56.58,0.292705639,360.2,0.49968,96.78,87.46,41.44,0.473816602,360.2,0.500587,45.5,40.71,20.32,0.49914026,360.2,0.497121,43.42,42.18,10.3,0.24419156,360.2,0.498375,25.29,24.54,6.127,0.249674002
362.2,0.501581,594.2,588.6,81.29,0.138107373,362.2,0.499985,201.6,193.6,56.48,0.291735537,362.2,0.499536,96.9,87.6,41.41,0.472716895,362.2,0.500037,45.52,40.73,20.32,0.498895163,362.2,0.498866,43.39,42.11,10.47,0.248634529,362.2,0.500023,25.32,24.56,6.129,0.249552117
364.2,0.499961,595.4,590.1,79.54,0.134790713,364.2,0.49985,201.8,193.7,56.36,0.29096541,364.2,0.499923,96.96,87.68,41.41,0.472285584,364.2,0.499822,45.54,40.75,20.33,0.498895706,364.2,0.499025,43.51,42.25,10.4,0.246153846,364.2,0.500173,25.36,24.61,6.113,0.248394961
366.2,0.498798,595.8,590.4,80.06,0.135602981,366.2,0.499199,201.9,193.9,56.23,0.289994843,366.2,0.499568,96.98,87.68,41.44,0.472627737,366.2,0.500041,45.55,40.77,20.32,0.49840569,366.2,0.499283,43.61,42.35,10.38,0.245100354,366.2,0.500023,25.37,24.62,6.127,0.248862713
368.2,0.498636,596.3,590.9,80.25,0.135809782,368.2,0.498879,202,194,56.3,0.290206186,368.2,0.499316,97.1,87.84,41.38,0.471083789,368.2,0.500296,45.57,40.79,20.31,0.497916156,368.2,0.500201,43.69,42.44,10.36,0.244109331,368.2,0.499039,25.41,24.66,6.12,0.248175182
370.2,0.499698,596.6,591.1,80.6,0.136355947,370.2,0.498629,202.2,194.2,56.27,0.289752832,370.2,0.499644,97.13,87.85,41.42,0.471485487,370.2,0.499377,45.6,40.83,20.31,0.497428361,370.2,0.499663,43.74,42.49,10.36,0.243822076,370.2,0.499488,25.44,24.69,6.127,0.248157149
372.2,0.497408,597.7,592.4,79.16,0.133625928,372.2,0.499952,202.2,194.3,56.22,0.289346372,372.2,0.499486,97.14,87.85,41.44,0.471713147,372.2,0.499006,45.62,40.85,20.32,0.497429621,372.2,0.499228,43.81,42.57,10.34,0.242894057,372.2,0.500507,25.48,24.73,6.119,0.247432268
374.2,0.498293,597.7,592.3,80.38,0.135708256,374.2,0.50088,202.4,194.4,56.27,0.289454733,374.2,0.498741,97.21,87.93,41.44,0.471283976,374.2,0.499898,45.63,40.86,20.32,0.497307881,374.2,0.498857,43.87,42.62,10.39,0.243782262,374.2,0.500482,25.54,24.8,6.098,0.245887097
376.2,0.500394,598.3,592.9,80.47,0.135722719,376.2,0.499871,202.6,194.7,56.06,0.287930149,376.2,0.499377,97.22,87.92,41.49,0.471906278,376.2,0.500528,45.64,40.87,20.32,0.4971862,376.2,0.499405,43.96,42.72,10.34,0.242041199,376.2,0.500593,25.57,24.84,6.096,0.245410628
378.2,0.501536,598.9,593.4,80.47,0.135608359,378.2,0.498338,202.6,194.7,56.14,0.288341037,378.2,0.500384,97.27,87.99,41.48,0.471417207,378.2,0.500004,45.66,40.9,20.3,0.496332518,378.2,0.49972,44.01,42.77,10.34,0.241758242,378.2,0.499781,25.6,24.87,6.098,0.245195014
380.2,0.499443,599.5,594.2,79.67,0.134079435,380.2,0.498699,202.7,194.7,56.17,0.288495121,380.2,0.499403,97.38,88.12,41.44,0.470267817,380.2,0.499357,45.68,40.92,20.3,0.496089932,380.2,0.499847,44.07,42.84,10.32,0.240896359,380.2,0.499821,25.63,24.9,6.081,0.244216867
382.2,0.49849,600,594.7,79.39,0.13349588,382.2,0.499565,202.7,194.8,56.26,0.288809035,382.2,0.499813,97.44,88.19,41.43,0.469781154,382.2,0.499033,45.7,40.94,20.32,0.496336102,382.2,0.499427,44.11,42.88,10.36,0.241604478,382.2,0.5001,25.65,24.92,6.098,0.24470305
384.2,0.498127,600.1,594.7,80.18,0.134824281,384.2,0.499424,203,195.1,56.11,0.287596105,384.2,0.499967,97.42,88.14,41.49,0.470728387,384.2,0.500397,45.69,40.92,20.32,0.49657869,384.2,0.499828,44.15,42.91,10.38,0.241901655,384.2,0.500816,25.69,24.96,6.093,0.244110577
386.2,0.497972,600.7,595.4,79.67,0.133809204,386.2,0.500414,203,195.1,56.09,0.287493593,386.2,0.499468,97.52,88.28,41.43,0.46930222,386.2,0.50049,45.72,40.96,20.32,0.49609375,386.2,0.500746,44.2,42.96,10.39,0.241852886,386.2,0.500125,25.74,25.01,6.082,0.243182727
388.2,0.498769,601.1,595.8,79.63,0.133652232,388.2,0.500765,203.2,195.3,56.07,0.287096774,388.2,0.499338,97.55,88.29,41.48,0.469815381,388.2,0.500072,45.75,41.01,20.29,0.494757376,388.2,0.500046,44.29,43.08,10.31,0.239322191,388.2,0.499572,25.75,25.02,6.09,0.243405276
390.2,0.498903,601.7,596.5,79.05,0.132523051,390.2,0.500728,203.3,195.5,56.07,0.286803069,390.2,0.499232,97.59,88.35,41.47,0.469383135,390.2,0.500822,45.73,40.97,20.32,0.495972663,390.2,0.499312,44.32,43.1,10.35,0.240139211,390.2,0.498841,25.79,25.05,6.095,0.243313373
392.2,0.498629,601.7,596.4,79.75,0.133718981,392.2,0.500434,203.4,195.5,56.05,0.286700767,392.2,0.499395,97.63,88.38,41.48,0.469336954,392.2,0.501368,45.79,41.05,20.28,0.494031669,392.2,0.499198,44.37,43.14,10.37,0.240380158,392.2,0.498817,25.79,25.05,6.113,0.244031936
394.2,0.498378,602.2,597,79.15,0.132579564,394.2,0.499926,203.4,195.5,56.09,0.286905371,394.2,0.499695,97.68,88.43,41.48,0.469071582,394.2,0.501776,45.76,41.01,20.3,0.495001219,394.2,0.499402,44.44,43.21,10.39,0.240453599,394.2,0.498932,25.83,25.1,6.1,0.243027888
396.2,0.499554,602.3,597,80.1,0.134170854,396.2,0.499672,203.7,195.9,56,0.285860133,396.2,0.499734,97.7,88.46,41.49,0.469025548,396.2,0.500334,45.79,41.06,20.28,0.493911349,396.2,0.49964,44.49,43.27,10.36,0.239426855,396.2,0.499893,25.86,25.13,6.102,0.24281735
398.2,0.500159,602.8,597.6,79.54,0.133099063,398.2,0.500487,203.7,195.8,56.11,0.286567926,398.2,0.499288,97.79,88.56,41.46,0.468157182,398.2,0.499623,45.81,41.06,20.3,0.494398441,398.2,0.500001,44.52,43.29,10.39,0.24000924,398.2,0.500038,25.87,25.15,6.088,0.242067594
400.2,0.500081,603,597.7,79.51,0.133026602,400.2,0.500097,203.8,195.9,56.1,0.286370597,400.2,0.499292,97.81,88.59,41.47,0.468111525,400.2,0.499833,45.81,41.07,20.3,0.494278062,400.2,0.499605,44.56,43.33,10.41,0.24024925,400.2,0.499683,25.91,25.19,6.09,0.241762604
402.2,9.61871,667.5,586.2,319.2,0.544524053,402.2,9.63099,231.3,202.3,112.2,0.554621849,402.2,9.74973,121.1,101.7,65.77,0.646705998,402.2,11.2455,53.35,43.26,31.22,0.721682848,402.2,12.5588,42.79,37.44,20.7,0.552884615,402.2,14.5787,23.84,20.43,12.28,0.601076848
404.2,99.9253,383.3,323.9,205.1,0.63322013,404.2,96.5449,134.3,118.3,63.47,0.536517329,404.2,93.1023,69.23,56.85,39.51,0.694986807,404.2,81.9653,35.19,28.89,20.1,0.695742471,404.2,99.9329,25.3,19.07,16.63,0.872050341,404.2,100.102,12.94,9.446,8.847,0.936586915
406.2,197.32,326,251.6,207.3,0.823926868,406.2,198.216,111.8,91.75,63.92,0.696675749,406.2,205.185,53.52,40.66,34.8,0.855878013,406.2,169.315,28.53,21.64,18.59,0.859057301,406.2,194.533,21.34,14.62,15.55,1.063611491,406.2,189.407,10.85,7.338,7.995,1.089533933
408.2,251.45,321.9,255.1,196.4,0.769894159,408.2,256.036,108.5,91.31,58.69,0.642755448,408.2,264.477,50.81,39.2,32.33,0.824744898,408.2,240.245,26.38,20.36,16.78,0.824165029,408.2,253.262,20.52,14.43,14.59,1.011088011,408.2,248.824,10.4,7.276,7.429,1.021028037
410.2,252.734,320.7,255.5,193.9,0.75890411,410.2,255.013,107.9,91.48,57.29,0.626257105,410.2,259.622,50.15,38.64,31.97,0.827380952,410.2,255.188,25.37,19.45,16.28,0.837017995,410.2,255.279,20.2,14.21,14.36,1.010555947,410.2,252.224,10.36,7.324,7.333,1.001228837
412.2,251.52,319.2,254.3,193,0.758946127,412.2,250.135,108.1,91.69,57.35,0.625477151,412.2,249.921,50.64,38.7,32.66,0.843927649,412.2,252.727,25.18,19.22,16.27,0.846514048,412.2,251.152,20.14,14.19,14.3,1.007751938,412.2,249.503,10.41,7.384,7.333,0.993093174
414.2,251.596,317.5,252.7,192.2,0.760585675,414.2,250.409,107.9,91.51,57.24,0.625505409,414.2,250.666,50.44,38.54,32.54,0.844317592,414.2,250.859,25.12,19.09,16.32,0.854897852,414.2,250.623,20.09,14.16,14.25,1.006355932,414.2,249.585,10.43,7.419,7.324,0.98719504
416.2,250.789,316.4,251.5,192,0.763419483,416.2,250.157,107.8,91.37,57.26,0.626682719,416.2,250.436,50.35,38.43,32.53,0.846474109,416.2,250.681,25.04,19,16.31,0.858421053,416.2,250.331,20.05,14.13,14.23,1.007077141,416.2,249.686,10.44,7.445,7.318,0.982941572
418.2,250.527,316.2,251.4,191.8,0.762927605,418.2,250.128,107.8,91.32,57.21,0.626478318,418.2,250.371,50.27,38.36,32.5,0.847236705,418.2,250.488,24.98,18.93,16.3,0.861067089,418.2,250.195,20.03,14.12,14.21,1.006373938,418.2,249.689,10.46,7.47,7.316,0.979384203
420.2,250.319,316.1,251.5,191.5,0.761431412,420.2,250.103,107.7,91.31,57.17,0.62610886,420.2,250.303,50.21,38.29,32.48,0.848263254,420.2,250.389,24.93,18.87,16.29,0.86327504,420.2,250.106,20.02,14.11,14.2,1.006378455,420.2,249.699,10.47,7.493,7.316,0.976377953
422.2,250.062,315.8,251.4,191.2,0.760540971,422.2,250.063,107.7,91.31,57.15,0.625889826,422.2,250.231,50.16,38.25,32.46,0.848627451,422.2,250.288,24.89,18.83,16.29,0.865108869,422.2,250.09,20.01,14.11,14.19,1.005669738,422.2,249.731,10.49,7.513,7.316,0.973778783
424.2,250.167,315.2,250.8,191,0.761562998,424.2,250.048,107.7,91.32,57.13,0.625602278,424.2,250.187,50.12,38.21,32.44,0.84899241,424.2,250.222,24.87,18.79,16.28,0.866418308,424.2,250.043,20.01,14.11,14.18,1.004961021,424.2,249.763,10.5,7.531,7.316,0.971451334
426.2,250.227,314.8,250.4,190.8,0.761980831,426.2,249.997,107.7,91.35,57.13,0.625396825,426.2,250.167,50.08,38.17,32.43,0.849620121,426.2,250.203,24.84,18.76,16.28,0.867803838,426.2,249.96,20.01,14.11,14.19,1.005669738,426.2,249.77,10.52,7.551,7.318,0.96914316
428.2,250.159,314.6,250.2,190.7,0.762190248,428.2,249.969,107.8,91.39,57.12,0.625013678,428.2,250.148,50.05,38.14,32.42,0.850026219,428.2,250.225,24.82,18.73,16.28,0.869193807,428.2,249.863,20.03,14.13,14.2,1.004953999,428.2,249.764,10.53,7.57,7.323,0.967371202
430.2,250.16,314.4,250.1,190.5,0.761695322,430.2,249.981,107.8,91.43,57.11,0.624630865,430.2,250.14,50.02,38.11,32.41,0.850432957,430.2,250.211,24.79,18.71,16.27,0.869588455,430.2,249.856,20.04,14.14,14.2,1.004243281,430.2,249.82,10.55,7.586,7.325,0.965594516
432.2,250.206,314.2,250,190.4,0.7616,432.2,249.977,107.8,91.46,57.1,0.624316641,432.2,250.112,50,38.08,32.4,0.850840336,432.2,250.145,24.78,18.69,16.27,0.870518994,432.2,249.902,20.05,14.15,14.21,1.004240283,432.2,249.764,10.56,7.604,7.33,0.963966334
434.2,250.126,314,249.8,190.3,0.761809448,434.2,249.959,107.9,91.5,57.1,0.624043716,434.2,250.133,49.98,38.06,32.39,0.851024698,434.2,250.094,24.77,18.68,16.26,0.870449679,434.2,249.917,20.06,14.16,14.21,1.003531073,434.2,249.74,10.58,7.621,7.334,0.9623409
436.2,250.124,313.9,249.7,190.2,0.761714057,436.2,249.906,107.9,91.56,57.1,0.623634775,436.2,250.118,49.96,38.04,32.38,0.851209253,436.2,250.051,24.76,18.67,16.26,0.870915908,436.2,249.924,20.07,14.17,14.21,1.002822865,436.2,249.761,10.59,7.637,7.338,0.960848501
438.2,250.124,313.8,249.6,190.1,0.76161859,438.2,249.894,107.9,91.61,57.09,0.623185242,438.2,250.104,49.94,38.02,32.37,0.851394003,438.2,250.112,24.75,18.66,16.26,0.871382637,438.2,249.919,20.08,14.18,14.22,1.002820874,438.2,249.793,10.6,7.65,7.342,0.959738562
440.2,250.083,313.7,249.6,190.1,0.76161859,440.2,249.879,108,91.67,57.09,0.622777354,440.2,250.067,49.93,38.01,32.37,0.851617995,440.2,250.094,24.74,18.65,16.26,0.871849866,440.2,249.92,20.09,14.18,14.22,1.002820874,440.2,249.782,10.62,7.666,7.348,0.958518132
442.2,250.076,313.6,249.5,190,0.761523046,442.2,249.875,108.1,91.74,57.09,0.622302158,442.2,250.079,49.91,38,32.36,0.851578947,442.2,250.137,24.73,18.63,16.25,0.872249061,442.2,249.923,20.1,14.19,14.23,1.002818887,442.2,249.79,10.63,7.682,7.353,0.957172611
444.2,250.059,313.5,249.4,190,0.761828388,444.2,249.876,108.1,91.8,57.09,0.621895425,444.2,250.069,49.9,37.98,32.36,0.852027383,444.2,250.067,24.72,18.63,16.25,0.872249061,444.2,249.931,20.1,14.2,14.23,1.002112676,444.2,249.841,10.65,7.695,7.356,0.955945419
446.2,250.036,313.4,249.4,189.9,0.761427426,446.2,249.84,108.2,91.86,57.08,0.621380361,446.2,250.06,49.89,37.97,32.35,0.851988412,446.2,250.004,24.72,18.63,16.25,0.872249061,446.2,249.906,20.11,14.21,14.24,1.002111189,446.2,249.802,10.66,7.709,7.36,0.95472824
448.2,250.048,313.3,249.3,189.9,0.761732852,448.2,249.796,108.2,91.95,57.08,0.620772159,448.2,250.054,49.88,37.96,32.35,0.852212856,448.2,250.002,24.72,18.63,16.25,0.872249061,448.2,249.863,20.13,14.22,14.24,1.00140647,448.2,249.761,10.67,7.726,7.367,0.953533523
450.2,250.034,313.3,249.3,189.8,0.761331729,450.2,249.823,108.3,92.02,57.08,0.620299935,450.2,250.052,49.87,37.95,32.35,0.852437418,450.2,250.011,24.71,18.62,16.25,0.872717508,450.2,249.858,20.14,14.23,14.25,1.001405481,450.2,249.804,10.69,7.739,7.371,0.952448637
452.2,0.756036,327.7,305.5,118.4,0.387561375,452.2,2.57523,136.8,79.37,111.4,1.40355298,,,,,,,452.2,6.02191,45.75,28.55,35.75,1.252189142,452.2,5.25816,52.28,26.86,44.85,1.669769173,452.2,8.86278,21.6,18.95,10.37,0.547229551
454.2,0.440193,357.2,344.3,95.27,0.276706361,454.2,1.39244,154,117.7,99.35,0.844095157,454.2,2.57054,59.77,52.57,28.46,0.541373407,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,456.2,0.324992,36.93,30.14,21.34,0.708029197,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,460.2,0.25138,43.11,33.39,27.27,0.81671159,460.2,0.192452,41.01,35.14,21.14,0.601593625,460.2,0.141372,23.41,19.15,13.47,0.703394256
462.2,0.362302,592.6,589.8,57.47,0.09743981,462.2,0.235481,196,140.3,136.9,0.975766215,462.2,0.279269,90.47,72.47,54.14,0.747067752,462.2,0.449293,43.26,36.62,23.03,0.628891316,462.2,0.391384,41.37,38.65,14.74,0.381371281,462.2,0.29097,23.7,21.51,9.972,0.463598326
464.2,0.451031,590.3,585.3,76.78,0.131180591,464.2,0.351386,195.9,163.7,107.7,0.657910812,464.2,0.417968,93.88,82.69,44.45,0.537549885,464.2,0.500086,44.21,38.71,21.36,0.551795402,464.2,0.48303,42.18,40.22,12.71,0.316011934,464.2,0.416321,24.34,22.94,8.154,0.355448997
466.2,0.486011,598.8,592.8,84.99,0.143370445,466.2,0.447546,197.6,178.2,85.42,0.479349046,466.2,0.489292,94.74,84.31,43.22,0.512631954,466.2,0.498189,44.45,39.07,21.19,0.542359867,466.2,0.496647,42.68,40.94,12.06,0.29457743,466.2,0.481781,24.74,23.6,7.431,0.314872881
468.2,0.496663,599.9,593.3,88.83,0.149721894,468.2,0.502502,196,181.9,72.96,0.401099505,468.2,0.500656,95.18,85.14,42.56,0.499882546,468.2,0.499817,44.65,39.43,20.96,0.531574943,468.2,0.497966,43,41.35,11.79,0.285126965,468.2,0.496551,25,24,6.982,0.290916667
470.2,0.50632,592.6,584.9,95.13,0.162643187,470.2,0.500197,196.4,185.5,64.54,0.347924528,470.2,0.498661,95.38,85.36,42.56,0.498594189,470.2,0.499444,44.81,39.67,20.83,0.525081926,470.2,0.497991,43.28,41.71,11.57,0.277391513,470.2,0.497416,25.14,24.2,6.824,0.281983471
472.2,0.506559,586.9,578.9,96.5,0.166695457,472.2,0.495119,198.3,188.3,62.41,0.331439193,472.2,0.497976,95.71,85.76,42.49,0.495452425,472.2,0.499446,44.91,39.83,20.74,0.52071303,472.2,0.498216,43.49,41.96,11.44,0.27264061,472.2,0.499033,25.24,24.32,6.739,0.277097039
474.2,0.498989,590,581.7,98.06,0.168574867,474.2,0.494623,200.4,190.9,61.09,0.320010477,474.2,0.497895,96.09,86.24,42.39,0.49153525,474.2,0.499352,45.01,39.99,20.67,0.51687922,474.2,0.497998,43.72,42.23,11.29,0.267345489,474.2,0.498973,25.34,24.46,6.626,0.270891251
476.2,0.498231,594.2,585.6,101,0.172472678,476.2,0.497677,201.8,192.6,60.04,0.311734164,476.2,0.498831,96.34,86.54,42.33,0.489137971,476.2,0.499186,45.09,40.1,20.62,0.514214464,476.2,0.498429,43.89,42.43,11.21,0.264199859,476.2,0.499712,25.4,24.54,6.566,0.267563162
478.2,0.498941,597.7,589.2,100.5,0.170570265,478.2,0.499635,202.6,193.7,59.25,0.30588539,478.2,0.499217,96.61,86.88,42.26,0.486418048,478.2,0.498923,45.16,40.19,20.59,0.512316497,478.2,0.498564,44.06,42.63,11.12,0.260849167,478.2,0.498762,25.46,24.62,6.516,0.264662876
480.2,0.498446,599.1,590.6,100.6,0.170335252,480.2,0.499776,203.2,194.5,58.67,0.301645244,480.2,0.49892,96.83,87.15,42.21,0.484337349,480.2,0.499431,45.23,40.3,20.55,0.509925558,480.2,0.4989,44.2,42.79,11.07,0.258705305,480.2,0.498537,25.53,24.7,6.448,0.261052632
482.2,0.499431,599,590.5,100.4,0.170025402,482.2,0.498722,203.6,195.1,58.34,0.29902614,482.2,0.498461,97.03,87.38,42.18,0.482719158,482.2,0.499418,45.27,40.34,20.54,0.509172038,482.2,0.499044,44.36,42.97,10.99,0.255759832,482.2,0.498035,25.59,24.77,6.429,0.25954784
484.2,0.499308,598.4,590.2,98.66,0.167163673,484.2,0.49928,203.7,195.2,58.25,0.298411885,484.2,0.499099,97.13,87.49,42.18,0.482112241,484.2,0.499293,45.34,40.44,20.5,0.506923838,484.2,0.499806,44.44,43.07,10.96,0.254469468,484.2,0.50034,25.65,24.84,6.404,0.257809984
486.2,0.502317,596.8,588.9,96.82,0.164408219,486.2,0.498915,203.9,195.4,57.98,0.296724667,486.2,0.499589,97.3,87.69,42.15,0.480670544,486.2,0.498964,45.38,40.49,20.48,0.505803902,486.2,0.498784,44.57,43.22,10.88,0.251735308,486.2,0.500322,25.73,24.93,6.378,0.255836342
488.2,0.501432,595.1,587.5,94.97,0.161651064,488.2,0.499632,203.9,195.5,57.73,0.295294118,488.2,0.499226,97.47,87.9,42.11,0.479067122,488.2,0.499496,45.42,40.56,20.45,0.504191321,488.2,0.498471,44.69,43.36,10.82,0.249538745,488.2,0.500093,25.78,24.99,6.329,0.253261305
490.2,0.499895,593,585.6,93.03,0.158862705,490.2,0.499946,204.1,195.9,57.59,0.293976519,490.2,0.499108,97.63,88.11,42.06,0.477357848,490.2,0.499758,45.44,40.59,20.44,0.503572308,490.2,0.498309,44.8,43.47,10.82,0.248907292,490.2,0.499459,25.8,25.02,6.329,0.252957634
492.2,0.499541,591.1,583.9,92.13,0.157783867,492.2,0.500369,204.4,196.2,57.34,0.292252803,492.2,0.499225,97.72,88.2,42.07,0.476984127,492.2,0.499839,45.49,40.65,20.42,0.502337023,492.2,0.498793,44.88,43.56,10.81,0.248163453,492.2,0.4992,25.84,25.07,6.289,0.250857599
494.2,0.499933,590,583,90.15,0.154631218,494.2,0.499402,204.5,196.3,57.36,0.292205807,494.2,0.499443,97.81,88.3,42.09,0.476670442,494.2,0.499522,45.54,40.7,20.42,0.501719902,494.2,0.498446,44.98,43.67,10.8,0.247309366,494.2,0.498831,25.89,25.12,6.268,0.249522293
496.2,0.498796,589.2,582.5,88.77,0.15239485,496.2,0.499452,204.6,196.5,57.2,0.291094148,496.2,0.499959,97.91,88.41,42.08,0.475964257,496.2,0.499592,45.57,40.75,20.41,0.500858896,496.2,0.498637,45.08,43.78,10.77,0.246002741,496.2,0.498764,25.94,25.17,6.278,0.249423917
498.2,0.498074,588.8,582.2,87.62,0.150498111,498.2,0.499669,204.9,196.8,57.09,0.290091463,498.2,0.500112,98.03,88.55,42.06,0.474985884,498.2,0.500715,45.6,40.79,20.39,0.499877421,498.2,0.498892,45.16,43.85,10.77,0.245610034,498.2,0.498937,25.98,25.22,6.258,0.2481364
500.2,0.498186,588.6,582,87.67,0.150635739,500.2,0.49967,205.1,197.1,56.91,0.288736682,500.2,0.499986,98.09,88.61,42.07,0.474777113,500.2,0.501127,45.61,40.8,20.39,0.499754902,500.2,0.499346,45.25,43.96,10.75,0.244540491,500.2,0.499002,26.01,25.25,6.249,0.247485149
502.2,0.497602,589,582.6,86.63,0.148695503,502.2,0.499325,205.2,197.2,56.9,0.288539554,502.2,0.499807,98.21,88.76,42.04,0.473636773,502.2,0.500445,45.66,40.87,20.37,0.498409591,502.2,0.499843,45.31,44.02,10.76,0.244434348,502.2,0.499416,26.03,25.27,6.243,0.24705184
504.2,0.49876,589.7,583.3,86.81,0.148825647,504.2,0.499371,205.3,197.3,56.85,0.288139888,504.2,0.500416,98.2,88.72,42.09,0.474413886,504.2,0.500185,45.7,40.92,20.36,0.497556207,504.2,0.499387,45.4,44.12,10.71,0.242747053,504.2,0.498892,26.09,25.33,6.244,0.246506119
506.2,0.501128,591.1,584.9,85.27,0.145785604,506.2,0.499575,205.4,197.5,56.69,0.287037975,506.2,0.499827,98.34,88.9,42.03,0.472778403,506.2,0.500296,45.72,40.93,20.38,0.497923284,506.2,0.498938,45.46,44.19,10.69,0.241909934,506.2,0.499008,26.15,25.39,6.242,0.245844821
508.2,0.501951,592.7,586.7,83.93,0.143054372,508.2,0.499629,205.5,197.5,56.73,0.287240506,508.2,0.499891,98.38,88.94,42.05,0.472790645,508.2,0.500332,45.73,40.95,20.37,0.497435897,508.2,0.498855,45.52,44.25,10.69,0.241581921,508.2,0.500206,26.2,25.45,6.229,0.24475442
510.2,0.500022,593.5,587.6,83.96,0.142886317,510.2,0.499438,205.7,197.8,56.53,0.285793731,510.2,0.499857,98.48,89.07,42.02,0.471763781,510.2,0.50069,45.75,40.97,20.36,0.496948987,510.2,0.498819,45.61,44.35,10.63,0.239684329,510.2,0.500274,26.24,25.49,6.207,0.243507258
512.2,0.498215,594.5,588.5,83.97,0.142684792,512.2,0.499705,205.9,197.9,56.52,0.285598787,512.2,0.500237,98.48,89.04,42.07,0.472484277,512.2,0.499897,45.78,41.01,20.34,0.495976591,512.2,0.498942,45.64,44.38,10.68,0.240648941,512.2,0.499577,26.26,25.51,6.206,0.243277146
