"time (s)",G*,G*,G*,G',G',G',"G""","G""","G""",LT,LT,LT
858.200,23.040,4.919,6.145,16.750,4.108,5.075,15.8200,2.7060,3.4650,0.847992905,,
860.200,22.750,4.723,5.927,16.570,3.927,4.881,15.6000,2.6240,3.3620,0.850579242,,
862.200,22.660,4.646,5.851,16.530,3.862,4.815,15.5100,2.5830,3.3240,0.849644940,,
864.200,22.600,4.635,5.840,16.490,3.847,4.795,15.4500,2.5850,3.3330,0.850230781,,
866.200,22.560,4.629,5.834,16.470,3.840,4.783,15.4100,2.5860,3.3410,0.850316821,,
868.200,22.520,4.622,5.830,16.450,3.832,4.774,15.3800,2.5850,3.3460,0.850534802,,
870.200,22.500,4.616,5.828,16.440,3.826,4.769,15.3600,2.5840,3.3510,0.850609147,,
872.200,22.470,4.613,5.828,16.420,3.822,4.766,15.3400,2.5830,3.3550,0.850847729,,
874.200,22.450,4.611,5.829,16.410,3.819,4.764,15.3200,2.5830,3.3590,0.850718201,,
876.200,22.440,4.609,5.828,16.400,3.817,4.762,15.3100,2.5840,3.3600,0.850874735,,
878.200,22.430,4.608,5.825,16.390,3.814,4.759,15.3000,2.5850,3.3600,0.851059568,,
880.200,22.410,4.607,5.822,16.380,3.813,4.756,15.2900,2.5860,3.3590,0.851136318,,
882.200,22.400,4.606,5.822,16.380,3.811,4.755,15.2800,2.5870,3.3600,0.850917983,,
884.200,22.400,4.604,5.822,16.380,3.808,4.754,15.2800,2.5870,3.3610,0.851094539,,
886.200,22.400,4.601,5.822,16.380,3.806,4.753,15.2800,2.5860,3.3620,0.851196920,,
888.200,22.400,4.601,5.822,16.380,3.805,4.752,15.2700,2.5870,3.3630,0.850944380,,
890.200,22.390,4.601,5.821,16.390,3.804,4.751,15.2600,2.5870,3.3630,0.850270595,,
892.200,22.400,4.599,5.820,16.390,3.803,4.750,15.2700,2.5870,3.3640,0.850779778,,
894.200,22.400,4.598,5.819,16.380,3.802,4.749,15.2700,2.5870,3.3640,0.851189282,,
896.200,22.400,4.599,5.820,16.390,3.801,4.749,15.2700,2.5870,3.3640,0.850882117,,
898.200,22.400,4.598,5.820,16.390,3.800,4.748,15.2700,2.5880,3.3660,0.851070655,,
900.200,22.400,4.596,5.821,16.390,3.798,4.748,15.2600,2.5880,3.3670,0.850777992,,
