"time (s)",G*,G*,G*,G',G',G',"G""","G""","G""",LT,LT,LT
80.100,23.4900,22.0000,10.7400,22.7400,21.5600,10.4700,5.8940,4.3630,2.3950,0.231002374,,
82.100,23.5300,21.9800,10.7400,22.7800,21.5400,10.4700,5.9020,4.3940,2.3890,0.231520350,,
84.100,23.5700,21.9600,10.7300,22.8300,21.5300,10.4600,5.8760,4.3460,2.4030,0.230299161,,
86.100,23.6200,21.9700,10.6900,22.8800,21.5400,10.4100,5.8780,4.3190,2.4260,0.230220682,,
88.100,23.6700,21.9300,10.6900,22.9200,21.5000,10.4200,5.8950,4.3170,2.4110,0.230178702,,
90.100,23.7000,21.9100,10.6800,22.9600,21.4800,10.4000,5.8980,4.3010,2.4010,0.229759300,,
92.100,23.7400,21.9300,10.6600,23.0000,21.5000,10.3800,5.8910,4.3240,2.4320,0.230448251,,
94.100,23.7800,21.9100,10.6400,23.0400,21.4800,10.3400,5.8970,4.3280,2.4960,0.231881152,,
96.100,23.8200,21.9000,10.6200,23.0700,21.4700,10.3300,5.9190,4.3400,2.4790,0.232148715,,
98.100,23.8700,21.8600,10.6000,23.1300,21.4200,10.3300,5.9020,4.3290,2.4020,0.230193149,,
100.100,23.9100,21.8700,10.5900,23.1700,21.4300,10.3100,5.8930,4.3430,2.3970,0.230067383,,
102.100,21.8900,19.4400,4.5000,18.2200,18.4700,2.7620,12.1300,6.0810,3.5520,0.551632363,,
104.100,10.2900,9.6140,3.0910,7.0330,7.4340,2.0060,7.5160,6.0950,2.3520,0.969040248,,
106.100,8.2390,7.8500,2.1560,5.0420,5.5150,1.3730,6.5160,5.5860,1.6630,1.153813915,,
108.100,7.7000,7.0800,1.6300,4.7830,5.2720,1.0280,6.0350,4.7260,1.2650,1.085085266,,
110.100,7.8350,7.1590,1.4310,4.9220,5.2710,0.8750,6.0970,4.8440,1.1330,1.090892664,,
112.100,8.0130,7.1670,1.3600,5.0790,5.2590,0.8150,6.1970,4.8690,1.0880,1.089751636,,
114.100,8.1040,7.0950,1.3430,5.1670,5.1970,0.7974,6.2430,4.8300,1.0800,1.088841902,,
116.100,8.1830,7.0520,1.3310,5.2410,5.1550,0.7853,6.2840,4.8110,1.0740,1.088334988,,
118.100,8.2580,7.0190,1.3220,5.3130,5.1230,0.7767,6.3210,4.7990,1.0700,1.087160095,,
120.100,8.3340,6.9900,1.3170,5.3870,5.0930,0.7705,6.3590,4.7870,1.0680,1.085640638,,
122.100,8.4020,6.9720,1.3130,5.4530,5.0730,0.7653,6.3920,4.7820,1.0670,1.084109004,,
124.100,8.4620,6.9640,1.3100,5.5140,5.0620,0.7612,6.4180,4.7820,1.0660,1.081924990,,
126.100,8.5160,6.9570,1.3070,5.5690,5.0520,0.7571,6.4420,4.7830,1.0650,1.080145191,,
128.100,8.5690,6.9440,1.3020,5.6220,5.0390,0.7514,6.4680,4.7780,1.0640,1.078651292,,
130.100,8.6140,6.9300,1.2990,5.6670,5.0250,0.7465,6.4870,4.7730,1.0630,1.077326573,,
132.100,8.6540,6.9160,1.2960,5.7090,5.0090,0.7434,6.5040,4.7690,1.0620,1.076221055,,
134.100,8.6920,6.9040,1.2960,5.7490,4.9950,0.7415,6.5200,4.7660,1.0630,1.075181751,,
136.100,8.7310,6.8960,1.2940,5.7870,4.9860,0.7386,6.5370,4.7640,1.0630,1.074047048,,
138.100,8.7690,6.8910,1.2910,5.8250,4.9790,0.7352,6.5540,4.7640,1.0610,1.072778009,,
140.100,8.8000,6.8860,1.2880,5.8570,4.9720,0.7324,6.5680,4.7650,1.0600,1.071929005,,
142.100,8.8280,6.8810,1.2860,5.8860,4.9630,0.7304,6.5800,4.7670,1.0580,1.071299031,,
144.100,8.8570,6.8780,1.2840,5.9150,4.9560,0.7287,6.5920,4.7690,1.0570,1.070544928,,
146.100,8.8890,6.8740,1.2820,5.9460,4.9490,0.7274,6.6080,4.7700,1.0560,1.069830672,,
148.100,8.9150,6.8730,1.2800,5.9710,4.9450,0.7251,6.6210,4.7730,1.0550,1.069400658,,
150.100,8.8910,6.8740,1.2780,5.9580,4.9430,0.7228,6.6000,4.7770,1.0540,1.069443728,,
152.100,15.7000,11.6700,1.4520,15.0900,11.1100,1.3180,4.3610,3.5490,0.6094,0.309593720,,
154.100,,,,,,,,,,,,
156.100,,,,,,,,,,,,
158.100,,,,,,,,,,,,
160.100,,,,,,,,,,,,
162.100,21.8500,20.2500,10.3300,19.9500,19.0900,9.9920,8.8950,6.7520,2.6160,0.372471039,,
164.100,22.1500,20.7100,10.4700,20.8100,19.9800,10.2000,7.6140,5.4460,2.3610,0.302431849,,
166.100,22.3300,21.0000,10.5600,21.1700,20.4000,10.3300,7.1080,4.9780,2.2210,0.275664740,,
168.100,22.6200,21.1900,10.6100,21.6800,20.6700,10.3700,6.4610,4.6500,2.2160,0.252788316,,
170.100,22.7200,21.2900,10.6300,21.8100,20.7900,10.4000,6.3650,4.5960,2.2200,0.248698113,,
172.100,22.8200,21.3700,10.6600,21.9300,20.8800,10.4300,6.3110,4.5440,2.2300,0.245773854,,
174.100,22.9200,21.4600,10.6900,22.0400,20.9800,10.4600,6.2680,4.5160,2.2290,0.243324607,,
176.100,23.0100,21.5200,10.7100,22.1600,21.0500,10.4800,6.2180,4.4800,2.2360,0.240901471,,
178.100,23.1100,21.5800,10.7400,22.2800,21.1100,10.5100,6.1660,4.4640,2.2280,0.238552876,,
180.100,23.1800,21.6300,10.7500,22.3500,21.1700,10.5100,6.1410,4.4460,2.2310,0.237238571,,
182.100,23.2600,21.7000,10.7600,22.4400,21.2400,10.5200,6.1240,4.4220,2.2390,0.235885609,,
184.100,23.3400,21.7200,10.7700,22.5300,21.2700,10.5300,6.0980,4.4150,2.2390,0.234713786,,
186.100,23.4000,21.7600,10.7800,22.5900,21.3100,10.5400,6.0800,4.3890,2.2410,0.233468038,,
188.100,23.4600,21.7700,10.7900,22.6700,21.3300,10.5500,6.0460,4.3700,2.2490,0.232172319,,
190.100,23.5100,21.8000,10.7900,22.7200,21.3600,10.5600,6.0470,4.3600,2.2550,0.231734993,,
192.100,23.5900,21.8500,10.8100,22.8100,21.4200,10.5700,6.0170,4.3360,2.2690,0.230328467,,
194.100,23.6500,21.8800,10.8200,22.8700,21.4500,10.5800,6.0150,4.3110,2.2910,0.229817851,,
196.100,23.7000,21.9000,10.8300,22.9200,21.4800,10.5900,6.0220,4.2940,2.2940,0.229314421,,
198.100,23.7400,21.9200,10.8400,22.9700,21.5000,10.6000,6.0130,4.3100,2.2930,0.229090249,,
200.100,23.8100,21.9300,10.8400,23.0400,21.5100,10.5900,5.9940,4.2930,2.3010,0.228291621,,
202.100,23.8600,21.9500,10.8500,23.1000,21.5200,10.6000,5.9810,4.3020,2.3100,0.228051431,,
204.100,23.8900,21.9700,10.8500,23.1300,21.5400,10.6000,5.9930,4.2980,2.3130,0.228044147,,
206.100,23.9600,21.9700,10.8600,23.2000,21.5600,10.6100,5.9930,4.2700,2.3240,0.227325266,,
208.100,24.0100,21.9700,10.8500,23.2500,21.5500,10.5900,5.9920,4.2740,2.3220,0.227261238,,
210.100,24.0500,21.9900,10.8600,23.3000,21.5800,10.6100,5.9590,4.2470,2.3180,0.225698324,,
212.100,24.0800,22.0000,10.8600,23.3300,21.5900,10.6200,5.9540,4.2550,2.2980,0.225189053,,
214.100,24.1200,22.0200,10.8700,23.3800,21.6100,10.6200,5.9600,4.2430,2.2760,0.224402086,,
216.100,24.1700,22.0200,10.8600,23.4200,21.6100,10.6300,5.9660,4.2480,2.2460,0.223859145,,
218.100,24.2000,22.0200,10.8600,23.4500,21.6100,10.6200,5.9570,4.2240,2.2520,0.223293822,,
220.100,24.2500,22.0200,10.8700,23.5100,21.6100,10.6300,5.9440,4.2340,2.2660,0.223210762,,
222.100,24.2800,22.0200,10.8900,23.5400,21.6100,10.6500,5.9530,4.2380,2.3030,0.223906810,,
224.100,24.3300,22.0400,10.9000,23.5900,21.6300,10.6400,5.9270,4.2320,2.3400,0.223755818,,
226.100,24.3500,22.0600,10.8900,23.6200,21.6500,10.6400,5.9480,4.2080,2.3300,0.223323198,,
228.100,24.4100,22.0700,10.8900,23.6700,21.6600,10.6400,5.9560,4.2180,2.3400,0.223584063,,
230.100,24.4400,22.0700,10.9000,23.7000,21.6500,10.6400,5.9660,4.2580,2.3350,0.224307912,,
232.100,24.4700,22.0600,10.8900,23.7300,21.6500,10.6400,5.9710,4.2380,2.3390,0.223991432,,
234.100,24.5100,22.0700,10.9000,23.7700,21.6500,10.6500,5.9520,4.2440,2.3220,0.223256643,,
236.100,24.5400,22.0700,10.9200,23.8000,21.6600,10.6700,5.9610,4.2380,2.3020,0.222715126,,
238.100,24.5700,22.0800,10.9100,23.8300,21.6700,10.6700,5.9540,4.2200,2.3050,0.222164857,,
240.100,24.6000,22.0600,10.9200,23.8600,21.6600,10.6800,5.9650,4.2130,2.3060,0.222135231,,
242.100,24.6300,22.0800,10.9400,23.8900,21.6800,10.6900,5.9770,4.2060,2.2980,0.221845005,,
244.100,24.6700,22.0900,10.9300,23.9400,21.6900,10.6900,5.9460,4.1840,2.2970,0.220649858,,
246.100,24.6900,22.0800,10.9200,23.9600,21.6800,10.6800,5.9710,4.2110,2.2880,0.221413352,,
248.100,24.7500,22.0700,10.9300,24.0200,21.6600,10.6900,5.9360,4.2340,2.2630,0.220560582,,
250.100,24.7800,22.0800,10.9100,24.0600,21.6700,10.6700,5.9490,4.2140,2.2540,0.220159574,,
252.100,22.4300,22.2300,6.8070,19.0700,19.8800,5.4810,11.8100,9.9440,4.0360,0.580450586,,
254.100,11.8900,12.0300,2.9010,8.4980,10.1600,2.0110,8.3210,6.4510,2.0910,0.815859500,,
256.100,9.8090,8.4340,1.7310,6.4340,6.3980,1.1150,7.4030,5.4960,1.3250,1.019860902,,
258.100,9.3050,7.1010,1.3300,6.2950,5.3290,0.7763,6.8520,4.6930,1.0800,1.018120529,,
260.100,9.2650,6.6480,1.2280,6.3290,4.8840,0.6945,6.7660,4.5100,1.0130,1.032038631,,
262.100,9.3270,6.6980,1.2290,6.3980,4.8600,0.6860,6.7860,4.6090,1.0200,1.039434025,,
264.100,9.3520,6.6570,1.2280,6.4350,4.8170,0.6841,6.7860,4.5950,1.0200,1.038949070,,
266.100,9.3750,6.5960,1.2230,6.4670,4.7650,0.6806,6.7880,4.5600,1.0160,1.037892651,,
268.100,9.4010,6.5550,1.2180,6.4980,4.7270,0.6771,6.7930,4.5410,1.0130,1.037379958,,
270.100,9.4280,6.5200,1.2150,6.5280,4.6940,0.6738,6.8010,4.5250,1.0110,1.037088720,,
272.100,9.4540,6.4890,1.2100,6.5570,4.6640,0.6703,6.8110,4.5110,1.0080,1.036892518,,
274.100,9.4780,6.4570,1.2050,6.5830,4.6350,0.6655,6.8190,4.4960,1.0050,1.036731603,,
276.100,9.5010,6.4290,1.2000,6.6080,4.6100,0.6591,6.8270,4.4810,1.0030,1.036532487,,
278.100,9.5210,6.4060,1.1960,6.6310,4.5890,0.6534,6.8320,4.4700,1.0020,1.036265939,,
280.100,9.5420,6.3870,1.1910,6.6550,4.5710,0.6478,6.8380,4.4610,0.9999,1.035801513,,
282.100,9.5650,6.3690,1.1880,6.6800,4.5530,0.6444,6.8460,4.4530,0.9975,1.035285500,,
284.100,9.5890,6.3520,1.1840,6.7040,4.5370,0.6418,6.8560,4.4450,0.9948,1.034756118,,
286.100,9.6130,6.3320,1.1830,6.7280,4.5200,0.6422,6.8670,4.4340,0.9939,1.034036433,,
288.100,9.6350,6.3130,1.1820,6.7510,4.5050,0.6437,6.8740,4.4220,0.9918,1.032614268,,
290.100,9.6560,6.3010,1.1820,6.7730,4.4950,0.6460,6.8820,4.4140,0.9904,1.031257344,,
292.100,9.6760,6.2890,1.1830,6.7940,4.4860,0.6474,6.8900,4.4080,0.9900,1.030232909,,
294.100,9.6990,6.2770,1.1850,6.8160,4.4740,0.6497,6.9000,4.4020,0.9916,1.029640611,,
296.100,9.7200,6.2640,1.1890,6.8380,4.4630,0.6523,6.9090,4.3950,0.9946,1.028887420,,
298.100,9.7430,6.2550,1.1900,6.8610,4.4550,0.6519,6.9180,4.3910,0.9952,1.028100168,,
300.100,9.7640,6.2470,1.1850,6.8830,4.4450,0.6464,6.9260,4.3890,0.9931,1.027867785,,
302.200,18.0900,9.8260,1.4610,16.3600,9.4720,1.3430,7.7240,2.6140,0.5736,0.401530819,,
304.200,,,,,,,,,,,,
306.200,,,,,,,,,,,,
308.200,,,,,,,,,,,,
310.200,,,,,,,,,,,,
312.200,22.7400,20.1100,10.7800,20.6700,19.0400,10.4800,9.4590,6.4720,2.5550,0.368320383,,
314.200,23.3700,20.5500,10.8900,22.0200,19.8500,10.6300,7.8400,5.3130,2.3400,0.295104762,,
316.200,23.7700,20.8300,10.9700,22.6500,20.2500,10.7500,7.2120,4.8550,2.1940,0.265815471,,
318.200,24.0000,21.0300,10.9900,23.0200,20.5400,10.7700,6.8010,4.5310,2.1890,0.248868029,,
320.200,24.1100,21.1400,11.0300,23.1800,20.6600,10.8000,6.6520,4.4570,2.1950,0.243484627,,
322.200,24.2000,21.2200,11.0400,23.2900,20.7600,10.8100,6.5650,4.4120,2.2140,0.240448414,,
324.200,24.3000,21.2800,11.0800,23.4200,20.8300,10.8500,6.4850,4.3710,2.2310,0.237513612,,
326.200,24.3800,21.3400,11.1000,23.5200,20.9000,10.8700,6.4270,4.3170,2.2380,0.234798336,,
328.200,24.4700,21.4600,11.1000,23.6200,21.0300,10.8800,6.3880,4.2680,2.2230,0.231928687,,
330.200,24.5500,21.5500,11.1100,23.7200,21.1300,10.8900,6.3320,4.2760,2.2100,0.229960531,,
332.200,24.6000,21.6400,11.1300,23.7800,21.2200,10.9100,6.3110,4.2780,2.2100,0.228921481,,
334.200,24.6600,21.6800,11.1300,23.8500,21.2500,10.9000,6.2970,4.2760,2.2340,0.228696429,,
336.200,24.7200,21.7000,11.1400,23.9100,21.2800,10.9100,6.2650,4.2600,2.2440,0.227611408,,
338.200,24.7800,21.7200,11.1300,23.9700,21.3000,10.9000,6.2570,4.2480,2.2460,0.227007299,,
340.200,24.8400,21.7600,11.1400,24.0400,21.3400,10.9100,6.2360,4.2510,2.2350,0.226008172,,
342.200,24.8900,21.8100,11.1500,24.1100,21.4000,10.9200,6.2080,4.2180,2.2340,0.224348751,,
344.200,24.9200,21.8400,11.1500,24.1300,21.4300,10.9200,6.2130,4.2020,2.2370,0.224008499,,
346.200,24.9600,21.8600,11.1500,24.1800,21.4500,10.9200,6.2050,4.2080,2.2550,0.224014147,,
348.200,25.0100,21.8800,11.1300,24.2300,21.4700,10.9000,6.1940,4.1890,2.2530,0.223250883,,
350.200,25.0600,21.9000,11.1300,24.2900,21.4900,10.9000,6.1690,4.1900,2.2540,0.222529993,,
352.200,25.1200,21.9000,11.1500,24.3500,21.5000,10.9200,6.1490,4.1920,2.2380,0.221578298,,
354.200,25.1500,21.9300,11.1600,24.3900,21.5300,10.9300,6.1590,4.1840,2.2290,0.221143360,,
356.200,25.2100,21.9600,11.1800,24.4500,21.5500,10.9500,6.1270,4.1760,2.2580,0.220561896,,
358.200,25.2500,21.9700,11.1900,24.4900,21.5700,10.9600,6.1340,4.1670,2.2860,0.220747106,,
360.200,25.2900,21.9800,11.1800,24.5400,21.5800,10.9400,6.1270,4.1610,2.2980,0.220574834,,
362.200,25.3200,22.0100,11.1800,24.5600,21.6100,10.9400,6.1290,4.1670,2.2970,0.220504290,,
364.200,25.3600,22.0100,11.1600,24.6100,21.6100,10.9200,6.1130,4.1630,2.2970,0.220038502,,
366.200,25.3700,22.0100,11.1400,24.6200,21.6200,10.9000,6.1270,4.1570,2.3140,0.220476024,,
368.200,25.4100,22.0300,11.1400,24.6600,21.6400,10.9000,6.1200,4.1370,2.3280,0.220017483,,
370.200,25.4400,22.0300,11.1400,24.6900,21.6300,10.8900,6.1270,4.1550,2.3290,0.220433491,,
372.200,25.4800,22.0500,11.1500,24.7300,21.6500,10.9100,6.1190,4.1400,2.2970,0.219165648,,
374.200,25.5400,22.0600,11.1600,24.8000,21.6700,10.9300,6.0980,4.1320,2.2920,0.218153310,,
376.200,25.5700,22.0500,11.1600,24.8400,21.6600,10.9300,6.0960,4.1390,2.2870,0.218039352,,
378.200,25.6000,22.0700,11.1700,24.8700,21.6800,10.9300,6.0980,4.1200,2.2940,0.217675713,,
380.200,25.6300,22.0600,11.1700,24.9000,21.6700,10.9300,6.0810,4.1060,2.3080,0.217304348,,
382.200,25.6500,22.0600,11.1600,24.9200,21.6700,10.9200,6.0980,4.0930,2.3120,0.217405669,,
384.200,25.6900,22.0700,11.1500,24.9600,21.6800,10.9100,6.0930,4.1040,2.3070,0.217271937,,
386.200,25.7400,22.1000,11.1400,25.0100,21.7200,10.9000,6.0820,4.0910,2.3180,0.216744751,,
388.200,25.7500,22.0900,11.1400,25.0200,21.7000,10.9000,6.0900,4.1120,2.3240,0.217389795,,
390.200,25.7900,22.0800,11.1300,25.0500,21.6900,10.8900,6.0950,4.1250,2.2970,0.217195905,,
392.200,25.7900,22.0900,11.1300,25.0500,21.7000,10.8900,6.1130,4.1060,2.2980,0.217158223,,
394.200,25.8300,22.1000,11.1400,25.1000,21.7200,10.9000,6.1000,4.1250,2.3150,0.217255717,,
396.200,25.8600,22.1000,11.1500,25.1300,21.7100,10.9100,6.1020,4.1290,2.3250,0.217419913,,
398.200,25.8700,22.1200,11.1600,25.1500,21.7300,10.9100,6.0880,4.1200,2.3130,0.216663783,,
400.200,25.9100,22.1200,11.1600,25.1900,21.7400,10.9100,6.0900,4.1070,2.3320,0.216614799,,
402.200,23.8400,22.2900,6.7350,20.4300,19.9300,5.3880,12.2800,9.9880,4.0400,0.575063391,,
404.200,12.9400,11.9000,2.7250,9.4460,9.9950,1.8120,8.8470,6.4600,2.0350,0.815978921,,
406.200,10.8500,8.1130,1.6010,7.3380,6.0390,0.9814,7.9950,5.4190,1.2640,1.022258747,,
408.200,10.4000,6.7500,1.2250,7.2760,4.9380,0.6697,7.4290,4.6010,1.0260,1.013373487,,
410.200,10.3600,6.2800,1.1210,7.3240,4.4940,0.5893,7.3330,4.3870,0.9540,1.021495410,,
412.200,10.4100,6.3680,1.1230,7.3840,4.5130,0.5864,7.3330,4.4930,0.9573,1.024023904,,
414.200,10.4300,6.3320,1.1180,7.4190,4.4860,0.5841,7.3240,4.4690,0.9537,1.020625986,,
416.200,10.4400,6.2710,1.1100,7.4450,4.4460,0.5790,7.3180,4.4230,0.9469,1.017473937,,
418.200,10.4600,6.2310,1.1020,7.4700,4.4160,0.5741,7.3160,4.3960,0.9411,1.015489442,,
420.200,10.4700,6.1990,1.0970,7.4930,4.3900,0.5694,7.3160,4.3760,0.9374,1.014214127,,
422.200,10.4900,6.1690,1.0920,7.5130,4.3670,0.5658,7.3160,4.3580,0.9343,1.013056613,,
424.200,10.5000,6.1410,1.0860,7.5310,4.3430,0.5610,7.3160,4.3420,0.9301,1.012312023,,
426.200,10.5200,6.1150,1.0810,7.5510,4.3210,0.5576,7.3180,4.3270,0.9260,1.011376070,,
428.200,10.5300,6.0900,1.0730,7.5700,4.3000,0.5517,7.3230,4.3130,0.9201,1.010819775,,
430.200,10.5500,6.0680,1.0670,7.5860,4.2820,0.5479,7.3250,4.3000,0.9154,1.010027465,,
432.200,10.5600,6.0450,1.0640,7.6040,4.2630,0.5452,7.3300,4.2860,0.9131,1.009418153,,
434.200,10.5800,6.0230,1.0640,7.6210,4.2440,0.5444,7.3340,4.2740,0.9142,1.009089883,,
436.200,10.5900,6.0030,1.0670,7.6370,4.2260,0.5449,7.3380,4.2640,0.9173,1.008978151,,
438.200,10.6000,5.9860,1.0740,7.6500,4.2110,0.5462,7.3420,4.2550,0.9245,1.009212393,,
440.200,10.6200,5.9680,1.0790,7.6660,4.1950,0.5452,7.3480,4.2450,0.9312,1.009511373,,
442.200,10.6300,5.9520,1.0820,7.6820,4.1810,0.5434,7.3530,4.2350,0.9357,1.009454798,,
444.200,10.6500,5.9360,1.0800,7.6950,4.1680,0.5409,7.3560,4.2280,0.9352,1.009295464,,
446.200,10.6600,5.9250,1.0780,7.7090,4.1550,0.5401,7.3600,4.2230,0.9327,1.008997025,,
448.200,10.6700,5.9120,1.0750,7.7260,4.1420,0.5403,7.3670,4.2180,0.9300,1.008599083,,
450.200,10.6900,5.8970,1.0700,7.7390,4.1290,0.5403,7.3710,4.2110,0.9234,1.007825407,,
452.200,21.6000,,1.1700,18.9500,,0.9827,10.3700,,0.6344,0.552077742,,
454.200,,,,,,,,,,,,
456.200,,,,,,,,,,,,
458.200,,,,,,,,,,,,
460.200,,,,,,,,,,,,
462.200,23.7000,19.7400,11.2800,21.5100,18.6300,10.9700,9.9720,6.5220,2.6270,0.374114655,,
464.200,24.3400,20.2300,11.3900,22.9400,19.5300,11.1300,8.1540,5.3080,2.4400,0.296679104,,
466.200,24.7400,20.5000,11.4600,23.6000,19.9200,11.2200,7.4310,4.8540,2.2960,0.266368286,,
468.200,25.0000,20.7000,11.5100,24.0000,20.1900,11.2800,6.9820,4.5500,2.2760,0.248927348,,
470.200,25.1400,20.8900,11.5400,24.2000,20.3700,11.3100,6.8240,4.6440,2.2650,0.245758769,,
472.200,25.2400,20.9800,11.5700,24.3200,20.4600,11.3300,6.7390,4.6290,2.3020,0.243628587,,
474.200,25.3400,20.9400,11.5900,24.4600,20.4400,11.3700,6.6260,4.5400,2.2880,0.239097210,,
476.200,25.4000,21.0500,11.6200,24.5400,20.5900,11.3900,6.5660,4.3880,2.2980,0.234465676,,
478.200,25.4600,21.1400,11.6300,24.6200,20.6900,11.4000,6.5160,4.3240,2.2910,0.231546464,,
480.200,25.5300,21.2200,11.6400,24.7000,20.7900,11.4100,6.4480,4.2930,2.2850,0.228927944,,
482.200,25.5900,21.3000,11.6400,24.7700,20.8600,11.4100,6.4290,4.2710,2.2820,0.227594670,,
484.200,25.6500,21.3800,11.6500,24.8400,20.9500,11.4200,6.4040,4.2690,2.2850,0.226498864,,
486.200,25.7300,21.4100,11.6800,24.9300,20.9800,11.4500,6.3780,4.2320,2.2830,0.224773361,,
488.200,25.7800,21.4400,11.6900,24.9900,21.0200,11.4600,6.3290,4.2370,2.2870,0.223647120,,
490.200,25.8000,21.4800,11.6900,25.0200,21.0600,11.4600,6.3290,4.2260,2.2870,0.223183872,,
492.200,25.8400,21.5100,11.6900,25.0700,21.0900,11.4600,6.2890,4.2270,2.2930,0.222301284,,
494.200,25.8900,21.5800,11.7000,25.1200,21.1600,11.4700,6.2680,4.2050,2.3000,0.221177489,,
496.200,25.9400,21.6100,11.7100,25.1700,21.2000,11.4800,6.2780,4.1930,2.2960,0.220691443,,
498.200,25.9800,21.6500,11.7100,25.2200,21.2400,11.4800,6.2580,4.1930,2.3000,0.220072489,,
500.200,26.0100,21.6900,11.7000,25.2500,21.2900,11.4700,6.2490,4.1860,2.3130,0.219755215,,
502.200,26.0300,21.7200,11.7100,25.2700,21.3200,11.4700,6.2430,4.1790,2.3370,0.219755425,,
504.200,26.0900,21.7400,11.7000,25.3300,21.3300,11.4600,6.2440,4.1910,2.3420,0.219838266,,
506.200,26.1500,21.7900,11.7000,25.3900,21.3900,11.4600,6.2420,4.1650,2.3450,0.218956044,,
508.200,26.2000,21.8100,11.7000,25.4500,21.4100,11.4700,6.2290,4.1650,2.3420,0.218343905,,
510.200,26.2400,21.8400,11.7100,25.4900,21.4400,11.4800,6.2070,4.1630,2.3390,0.217582606,,
