"time (s)",G*,G*,G*,G',G',G',"G""","G""","G""",LT,LT,LT
602.200,44.37,14.66,19.15,27.69,13.02,19.01,34.660,6.743,2.307,0.731915606,,
604.200,,,,,,,,,,,,
606.200,,,,,,,,,,,,
608.200,,,,,,,,,,,,
610.200,,,,,,,,,,,,
612.200,43.48,16.38,,36.50,14.23,,23.630,8.117,,0.625803272,,
614.200,44.31,16.59,73.00,38.49,15.20,70.20,21.940,6.646,20.020,0.392331907,,
616.200,44.70,16.76,74.59,39.27,15.63,72.26,21.350,6.059,18.490,0.360954703,,
618.200,44.94,16.87,75.42,39.68,15.88,73.30,21.100,5.688,17.790,0.345941332,,
620.200,45.09,16.93,76.00,39.92,15.99,74.07,20.950,5.562,16.990,0.334682259,,
622.200,45.21,16.99,76.31,40.12,16.08,74.42,20.850,5.465,16.910,0.330921758,,
624.200,45.32,17.03,76.59,40.28,16.16,74.73,20.760,5.360,16.820,0.327361439,,
626.200,45.38,17.06,76.81,40.37,16.21,74.94,20.720,5.298,16.840,0.325866788,,
628.200,45.46,17.10,77.05,40.49,16.27,75.20,20.660,5.267,16.760,0.323484389,,
630.200,45.52,17.16,77.26,40.57,16.35,75.44,20.640,5.221,16.670,0.321328196,,
632.200,45.61,17.21,77.42,40.69,16.40,75.61,20.600,5.209,16.650,0.319962321,,
634.200,45.62,17.22,77.61,40.71,16.42,75.84,20.600,5.166,16.520,0.318011582,,
636.200,45.69,17.24,77.68,40.81,16.45,75.89,20.560,5.146,16.610,0.317806985,,
638.200,45.74,17.26,77.81,40.87,16.49,76.02,20.530,5.098,16.620,0.316749138,,
640.200,45.76,17.28,78.03,40.91,16.51,76.26,20.520,5.095,16.530,0.315267804,,
642.200,45.82,17.30,78.18,40.98,16.53,76.42,20.490,5.078,16.480,0.313955051,,
644.200,45.84,17.33,78.31,41.00,16.56,76.57,20.500,5.083,16.430,0.313225975,,
646.200,45.86,17.34,78.42,41.03,16.58,76.67,20.490,5.067,16.470,0.312980340,,
648.200,45.90,17.36,78.54,41.08,16.60,76.81,20.470,5.061,16.430,0.312000892,,
650.200,45.92,17.38,78.66,41.11,16.63,76.92,20.470,5.043,16.470,0.311770385,,
652.200,45.96,17.39,78.78,41.16,16.65,77.03,20.460,5.032,16.490,0.311346781,,
654.200,45.98,17.39,78.91,41.19,16.65,77.17,20.450,5.021,16.460,0.310576994,,
656.200,45.99,17.39,79.02,41.19,16.65,77.29,20.470,5.010,16.430,0.310145786,,
658.200,46.03,17.39,79.15,41.25,16.65,77.42,20.430,5.006,16.450,0.309532959,,
660.200,46.06,17.41,79.29,41.28,16.68,77.55,20.430,4.997,16.510,0.309475315,,
662.200,46.08,17.42,79.44,41.31,16.69,77.71,20.430,4.997,16.510,0.309019232,,
664.200,46.10,17.44,79.59,41.32,16.71,77.84,20.430,5.003,16.620,0.309509090,,
666.200,46.12,17.45,79.77,41.36,16.73,78.04,20.410,4.978,16.520,0.307852788,,
668.200,46.14,17.46,79.89,41.38,16.73,78.16,20.420,4.979,16.510,0.307543847,,
670.200,46.15,17.47,79.93,41.39,16.76,78.21,20.420,4.950,16.500,0.307054855,,
672.200,46.17,17.47,79.96,41.41,16.75,78.25,20.420,4.969,16.430,0.306568433,,
674.200,46.20,17.48,79.96,41.45,16.76,78.26,20.410,4.958,16.410,0.306133216,,
676.200,46.21,17.48,80.01,41.45,16.76,78.31,20.410,4.966,16.380,0.305859947,,
678.200,46.21,17.49,80.04,41.45,16.77,78.35,20.430,4.955,16.360,0.305667423,,
680.200,46.26,17.48,80.05,41.51,16.77,78.36,20.410,4.941,16.380,0.305408372,,
682.200,46.26,17.49,80.09,41.51,16.77,78.40,20.420,4.948,16.350,0.305223881,,
684.200,46.26,17.50,80.15,41.52,16.78,78.45,20.410,4.954,16.450,0.305769653,,
686.200,46.28,17.51,80.23,41.53,16.79,78.54,20.420,4.949,16.410,0.305268157,,
688.200,46.29,17.52,80.27,41.54,16.81,78.57,20.420,4.936,16.400,0.304966404,,
690.200,46.30,17.53,80.33,41.55,16.82,78.64,20.420,4.931,16.390,0.304656594,,
692.200,46.32,17.52,80.40,41.58,16.81,78.71,20.420,4.948,16.390,0.304580598,,
694.200,46.34,17.53,80.50,41.61,16.83,78.82,20.410,4.918,16.340,0.303569867,,
696.200,46.35,17.53,80.59,41.62,16.82,78.90,20.400,4.933,16.390,0.303793505,,
698.200,46.36,17.54,80.63,41.63,16.84,78.96,20.400,4.910,16.360,0.303208906,,
700.200,46.36,17.54,80.67,41.62,16.84,78.98,20.420,4.924,16.460,0.304161816,,
702.200,54.23,18.13,35.87,44.08,15.48,30.46,31.580,9.447,18.940,0.666151966,,
704.200,35.92,11.91,7.01,29.67,9.65,2.12,20.250,6.990,6.678,0.818425307,,
706.200,29.15,9.21,6.88,22.27,6.66,1.88,18.810,6.365,6.617,1.031705338,,
708.200,26.98,8.44,7.54,20.98,6.10,2.44,16.970,5.835,7.133,1.014056837,,
710.200,25.95,8.17,10.22,20.06,5.90,3.61,16.460,5.652,9.560,1.071266700,,
712.200,25.74,8.22,10.01,19.81,5.95,3.59,16.440,5.663,9.341,1.071309325,,
714.200,25.67,8.20,9.98,19.68,5.95,3.64,16.490,5.637,9.288,1.073173231,,
716.200,25.59,8.17,10.07,19.57,5.94,3.72,16.480,5.608,9.356,1.075854518,,
718.200,25.53,8.14,10.09,19.50,5.92,3.77,16.480,5.586,9.365,1.076957341,,
720.200,25.47,8.11,10.13,19.43,5.90,3.81,16.470,5.568,9.383,1.078277282,,
722.200,25.43,8.09,10.15,19.38,5.89,3.84,16.460,5.553,9.394,1.079130016,,
724.200,25.39,8.07,10.16,19.34,5.87,3.86,16.460,5.539,9.399,1.080082559,,
726.200,25.36,8.05,10.17,19.30,5.85,3.88,16.450,5.528,9.402,1.080839045,,
728.200,25.33,8.03,10.18,19.26,5.83,3.91,16.440,5.518,9.407,1.081700924,,
730.200,25.30,8.01,10.19,19.23,5.81,3.92,16.440,5.509,9.406,1.082550753,,
732.200,25.28,7.99,10.19,19.21,5.80,3.93,16.430,5.501,9.405,1.082791983,,
734.200,25.26,7.97,10.20,19.19,5.78,3.95,16.430,5.493,9.403,1.083232477,,
736.200,25.24,7.96,10.21,19.16,5.77,3.96,16.430,5.486,9.405,1.084184292,,
738.200,25.23,7.94,10.21,19.15,5.75,3.98,16.430,5.481,9.404,1.084427053,,
740.200,25.21,7.93,10.21,19.13,5.74,3.99,16.430,5.476,9.404,1.085193401,,
742.200,25.20,7.92,10.22,19.11,5.72,4.00,16.420,5.472,9.401,1.085544802,,
744.200,25.18,7.90,10.22,19.10,5.71,4.00,16.420,5.467,9.401,1.086011801,,
746.200,25.17,7.89,10.22,19.08,5.69,4.01,16.420,5.462,9.401,1.086781310,,
748.200,25.16,7.88,10.22,19.07,5.68,4.02,16.410,5.459,9.400,1.086861314,,
750.200,25.16,7.87,10.22,19.07,5.67,4.02,16.410,5.456,9.398,1.086914198,,
752.200,45.34,15.14,18.29,27.74,13.78,17.78,35.850,6.271,4.267,0.782259696,,
754.200,,,,,,,,,,,,
756.200,,,,,,,,,,,,
758.200,,,,,,,,,,,,
760.200,,,,,,,,,,,,
762.200,43.94,16.30,73.14,37.02,14.31,70.90,23.660,7.803,17.950,0.404262456,,
764.200,44.71,16.52,73.94,38.95,15.22,71.09,21.960,6.420,20.340,0.388950982,,
766.200,45.08,16.67,75.48,39.67,15.59,73.11,21.410,5.889,18.760,0.358798785,,
768.200,45.30,16.79,76.32,40.03,15.85,74.19,21.190,5.556,17.930,0.343476590,,
770.200,45.46,16.84,76.84,40.29,15.95,74.91,21.050,5.412,17.100,0.332154022,,
772.200,45.55,16.87,77.12,40.43,16.01,75.24,20.990,5.325,16.890,0.328106015,,
774.200,45.63,16.91,77.23,40.56,16.08,75.36,20.920,5.245,16.920,0.326401515,,
776.200,45.73,16.95,77.43,40.70,16.14,75.57,20.860,5.195,16.860,0.324106941,,
778.200,45.79,16.97,77.58,40.79,16.17,75.73,20.810,5.150,16.850,0.322631698,,
780.200,45.85,17.01,77.81,40.87,16.22,75.98,20.780,5.119,16.780,0.320725934,,
782.200,45.95,17.03,78.04,41.00,16.26,76.22,20.730,5.062,16.760,0.318789332,,
784.200,45.96,17.05,78.25,41.01,16.28,76.43,20.740,5.047,16.760,0.318179779,,
786.200,46.00,17.06,78.50,41.08,16.31,76.69,20.710,5.027,16.780,0.317101730,,
788.200,46.06,17.07,78.68,41.17,16.32,76.87,20.660,5.011,16.810,0.316172968,,
790.200,46.09,17.09,78.76,41.20,16.34,76.94,20.660,4.986,16.790,0.315556217,,
792.200,46.13,17.12,78.96,41.24,16.39,77.17,20.650,4.959,16.720,0.314013353,,
794.200,46.22,17.14,79.23,41.37,16.40,77.45,20.610,4.984,16.710,0.312853128,,
796.200,46.22,17.17,79.43,41.36,16.43,77.63,20.630,4.988,16.810,0.313306749,,
798.200,46.22,17.16,79.58,41.36,16.44,77.81,20.640,4.950,16.710,0.311923899,,
800.200,46.27,17.18,79.67,41.43,16.46,77.92,20.610,4.928,16.590,0.310198071,,
802.200,46.29,17.20,79.77,41.45,16.48,78.00,20.590,4.911,16.680,0.310314132,,
804.200,46.28,17.21,79.86,41.43,16.50,78.11,20.620,4.905,16.650,0.310019112,,
806.200,46.34,17.24,79.95,41.52,16.52,78.20,20.580,4.914,16.610,0.309042866,,
808.200,46.36,17.25,80.04,41.54,16.54,78.32,20.590,4.904,16.520,0.308020528,,
810.200,46.39,17.26,80.11,41.57,16.56,78.37,20.590,4.894,16.610,0.308380952,,
812.200,46.41,17.27,80.18,41.59,16.56,78.46,20.580,4.888,16.530,0.307429910,,
814.200,46.45,17.28,80.23,41.65,16.58,78.51,20.560,4.877,16.550,0.307057189,,
816.200,46.46,17.27,80.28,41.66,16.57,78.57,20.550,4.876,16.450,0.306111111,,
818.200,46.46,17.29,80.27,41.66,16.59,78.55,20.560,4.867,16.510,0.306557018,,
820.200,46.47,17.29,80.32,41.67,16.59,78.60,20.560,4.861,16.510,0.306378781,,
822.200,46.48,17.30,80.38,41.69,16.61,78.68,20.550,4.854,16.440,0.305475252,,
824.200,46.52,17.31,80.42,41.74,16.61,78.73,20.540,4.874,16.370,0.304814707,,
826.200,46.52,17.32,80.43,41.72,16.62,78.73,20.560,4.868,16.450,0.305522726,,
828.200,46.55,17.31,80.51,41.77,16.61,78.81,20.550,4.870,16.430,0.305051389,,
830.200,46.58,17.32,80.62,41.80,16.63,78.92,20.550,4.838,16.460,0.304681471,,
832.200,46.58,17.33,80.73,41.79,16.63,79.02,20.560,4.849,16.520,0.305071304,,
834.200,46.62,17.33,80.92,41.85,16.63,79.20,20.540,4.854,16.590,0.304938989,,
836.200,46.60,17.33,81.05,41.81,16.65,79.33,20.570,4.838,16.620,0.305014878,,
838.200,46.64,17.34,81.14,41.87,16.66,79.45,20.550,4.831,16.490,0.303457023,,
840.200,46.63,17.36,81.10,41.86,16.67,79.42,20.560,4.839,16.450,0.303363538,,
842.200,46.63,17.36,81.10,41.86,16.68,79.42,20.550,4.814,16.410,0.302797912,,
844.200,46.67,17.36,81.08,41.91,16.68,79.39,20.540,4.814,16.460,0.303043919,,
846.200,46.63,17.37,81.06,41.85,16.68,79.37,20.580,4.820,16.460,0.303553299,,
848.200,46.69,17.38,81.17,41.93,16.70,79.48,20.540,4.823,16.470,0.302896242,,
850.200,46.69,17.36,81.33,41.92,16.68,79.65,20.560,4.813,16.460,0.302589512,,
852.200,54.32,17.92,35.58,44.15,15.32,30.27,31.640,9.300,18.690,0.664475150,,
854.200,36.16,11.68,6.96,29.90,9.42,2.12,20.330,6.897,6.627,0.816999300,,
856.200,29.44,9.02,6.85,22.51,6.48,1.89,18.960,6.274,6.585,1.030374664,,
858.200,27.21,8.27,7.53,21.19,5.95,2.44,17.070,5.749,7.126,1.012270976,,
860.200,26.13,8.03,10.18,20.23,5.78,3.59,16.550,5.576,9.530,1.069784732,,
862.200,25.91,8.10,9.96,19.97,5.85,3.56,16.510,5.599,9.307,1.069226057,,
864.200,25.84,8.09,9.93,19.83,5.86,3.61,16.570,5.575,9.257,1.071996723,,
866.200,25.75,8.05,10.03,19.72,5.84,3.68,16.560,5.545,9.325,1.074823883,,
868.200,25.68,8.02,10.05,19.64,5.82,3.73,16.550,5.523,9.336,1.076092915,,
870.200,25.63,7.99,10.08,19.57,5.80,3.77,16.550,5.503,9.349,1.077847189,,
872.200,25.59,7.97,10.09,19.52,5.78,3.80,16.540,5.487,9.352,1.078612677,,
874.200,25.55,7.94,10.10,19.47,5.76,3.82,16.540,5.473,9.355,1.079979342,,
876.200,25.51,7.92,10.11,19.43,5.73,3.84,16.530,5.461,9.356,1.080744699,,
878.200,25.48,7.90,10.12,19.40,5.71,3.86,16.530,5.451,9.354,1.081524178,,
880.200,25.46,7.88,10.12,19.36,5.70,3.88,16.520,5.441,9.350,1.082264699,,
882.200,25.44,7.86,10.12,19.34,5.68,3.89,16.520,5.432,9.344,1.082719253,,
884.200,25.42,7.84,10.12,19.32,5.66,3.90,16.520,5.424,9.339,1.083206371,,
886.200,25.40,7.83,10.12,19.30,5.65,3.91,16.510,5.416,9.336,1.083492185,,
888.200,25.38,7.81,10.12,19.28,5.63,3.92,16.510,5.409,9.334,1.084157214,,
890.200,25.36,7.79,10.12,19.26,5.62,3.92,16.500,5.402,9.330,1.084519758,,
892.200,25.34,7.78,10.12,19.24,5.60,3.93,16.500,5.395,9.326,1.085155191,,
894.200,25.33,7.76,10.12,19.23,5.59,3.94,16.490,5.388,9.326,1.085167797,,
896.200,25.32,7.75,10.12,19.21,5.58,3.94,16.490,5.382,9.322,1.085953003,,
898.200,25.31,7.74,10.12,19.20,5.56,3.95,16.490,5.376,9.319,1.086358253,,
900.200,25.30,7.72,10.12,19.19,5.55,3.95,16.490,5.371,9.316,1.086761015,,
