"time (s)",G*,G*,G*,G',G',G',"G""","G""","G""",LT,LT,LT
92.100,44.74,20.66,65.70,40.15,19.79,63.83,19.750,5.951,15.600,0.333691525,,
94.100,44.70,20.65,65.88,40.10,19.78,63.98,19.750,5.938,15.710,0.334232198,,
96.100,44.72,20.64,66.00,40.12,19.76,64.11,19.750,5.935,15.670,0.333534962,,
98.100,44.73,20.64,66.14,40.12,19.77,64.27,19.780,5.933,15.610,0.332820554,,
100.100,44.72,20.64,66.20,40.11,19.77,64.34,19.780,5.922,15.600,0.332490742,,
102.100,53.11,18.55,13.27,43.22,15.33,0.10,30.860,10.440,13.270,0.930380847,,
104.100,34.67,12.03,10.59,28.27,8.28,2.62,20.080,8.721,10.260,0.997013630,,
106.100,26.73,9.06,7.91,19.96,5.48,2.30,17.770,7.216,7.565,1.173558784,,
108.100,25.05,8.11,6.57,18.96,5.14,1.79,16.360,6.271,6.326,1.118635556,,
110.100,24.40,7.86,6.32,18.42,4.98,1.66,16.000,6.082,6.101,1.124531163,,
112.100,24.57,8.08,6.61,18.42,5.19,1.80,16.260,6.189,6.361,1.133984098,,
114.100,24.51,8.11,6.90,18.35,5.25,1.94,16.240,6.182,6.622,1.137374687,,
116.100,24.46,8.11,7.06,18.31,5.27,2.02,16.220,6.160,6.766,1.138738035,,
118.100,24.43,8.11,7.21,18.28,5.29,2.09,16.210,6.151,6.903,1.140452065,,
120.100,24.41,8.09,7.37,18.26,5.28,2.17,16.200,6.139,7.040,1.142973856,,
122.100,24.38,8.07,7.50,18.23,5.25,2.24,16.190,6.131,7.161,1.145955611,,
124.100,24.35,8.08,7.62,18.20,5.25,2.31,16.180,6.134,7.264,1.148348022,,
126.100,24.34,8.10,7.73,18.18,5.28,2.37,16.180,6.140,7.360,1.149184961,,
128.100,24.33,8.12,7.84,18.17,5.30,2.43,16.180,6.144,7.454,1.149640954,,
130.100,24.31,8.14,7.94,18.16,5.33,2.49,16.170,6.147,7.539,1.149280160,,
132.100,24.30,8.16,8.02,18.14,5.36,2.54,16.160,6.152,7.609,1.149348903,,
134.100,24.28,8.18,8.09,18.13,5.38,2.58,16.150,6.157,7.667,1.148649167,,
136.100,24.26,8.20,8.15,18.12,5.41,2.63,16.140,6.162,7.711,1.147110534,,
138.100,24.24,8.22,8.20,18.10,5.43,2.69,16.120,6.164,7.749,1.145161290,,
140.100,24.21,8.23,8.26,18.08,5.46,2.74,16.110,6.164,7.787,1.143917196,,
142.100,24.20,8.24,8.31,18.07,5.47,2.80,16.100,6.163,7.820,1.142103265,,
144.100,24.19,8.25,8.35,18.06,5.49,2.86,16.090,6.163,7.846,1.140027271,,
146.100,24.19,8.26,8.39,18.06,5.50,2.91,16.090,6.163,7.871,1.138000076,,
148.100,24.18,8.27,8.45,18.05,5.51,2.97,16.090,6.162,7.906,1.136922265,,
150.100,24.18,8.27,8.49,18.05,5.52,3.01,16.080,6.161,7.942,1.135467610,,
152.100,43.72,19.21,13.94,27.41,18.79,12.71,34.060,3.978,5.720,0.742794093,,
154.100,,,,,,,,,,,,
156.100,,,,,,,,,,,,
158.100,,,,,,,,,,,,
160.100,,,,,,,,,,,,
162.100,42.70,17.59,66.11,35.93,14.81,62.82,23.070,9.480,20.600,0.468034519,,
164.100,43.64,18.15,67.33,38.00,16.44,63.94,21.450,7.683,21.110,0.424421355,,
166.100,43.96,18.48,68.95,38.54,17.10,66.18,21.150,7.017,19.330,0.389894927,,
168.100,44.13,18.66,69.88,38.82,17.44,67.33,20.990,6.634,18.690,0.374739057,,
170.100,44.32,18.78,70.71,39.13,17.63,68.36,20.810,6.476,18.050,0.362340153,,
172.100,44.43,18.83,71.14,39.29,17.73,68.84,20.750,6.364,17.970,0.358207532,,
174.100,44.55,18.89,71.49,39.47,17.81,69.22,20.640,6.276,17.860,0.353960474,,
176.100,44.64,18.90,71.76,39.61,17.86,69.51,20.590,6.203,17.840,0.351496299,,
178.100,44.69,18.95,72.02,39.68,17.94,69.81,20.560,6.115,17.700,0.348230401,,
180.100,44.76,18.98,72.23,39.78,17.98,70.04,20.510,6.065,17.650,0.346048513,,
182.100,44.82,19.00,72.54,39.86,18.02,70.38,20.490,6.024,17.570,0.343708093,,
184.100,44.87,19.04,72.79,39.93,18.07,70.65,20.470,5.997,17.540,0.342067625,,
186.100,44.91,19.06,73.00,39.98,18.11,70.87,20.450,5.944,17.510,0.340446650,,
188.100,44.96,19.08,73.22,40.05,18.14,71.09,20.420,5.937,17.530,0.339472463,,
190.100,44.98,19.08,73.47,40.07,18.14,71.35,20.430,5.921,17.530,0.338692498,,
192.100,45.01,19.14,73.77,40.11,18.21,71.64,20.420,5.911,17.610,0.338111727,,
194.100,45.06,19.16,74.04,40.18,18.23,71.91,20.390,5.882,17.640,0.336955187,,
196.100,45.09,19.17,74.24,40.22,18.26,72.12,20.370,5.862,17.600,0.335620214,,
198.100,45.13,19.17,74.38,40.28,18.27,72.27,20.350,5.825,17.560,0.334314325,,
200.100,45.15,19.17,74.54,40.31,18.26,72.43,20.350,5.817,17.640,0.334404580,,
202.100,45.17,19.19,74.83,40.32,18.29,72.67,20.350,5.792,17.840,0.335024375,,
204.100,45.24,19.18,75.03,40.41,18.28,72.92,20.330,5.787,17.680,0.332778664,,
206.100,45.24,19.18,75.11,40.40,18.29,73.00,20.360,5.776,17.680,0.332720784,,
208.100,45.28,19.19,75.17,40.46,18.31,73.07,20.350,5.755,17.660,0.331955400,,
210.100,45.24,19.21,75.20,40.40,18.32,73.07,20.360,5.756,17.750,0.332847712,,
212.100,45.31,19.20,75.32,40.50,18.32,73.22,20.310,5.748,17.640,0.330945168,,
214.100,45.34,19.19,75.40,40.54,18.32,73.31,20.310,5.734,17.640,0.330513732,,
216.100,45.36,19.20,75.54,40.56,18.33,73.46,20.320,5.736,17.570,0.329625992,,
218.100,45.36,19.21,75.63,40.56,18.34,73.58,20.300,5.726,17.480,0.328396739,,
220.100,45.41,19.21,75.72,40.63,18.33,73.67,20.280,5.727,17.510,0.328108271,,
222.100,45.41,19.20,75.80,40.62,18.34,73.73,20.310,5.697,17.570,0.328412088,,
224.100,45.42,19.20,75.98,40.62,18.33,73.89,20.320,5.697,17.690,0.329019874,,
226.100,45.45,19.20,76.18,40.67,18.34,74.12,20.290,5.688,17.620,0.327484414,,
228.100,45.45,19.19,76.31,40.65,18.32,74.24,20.320,5.699,17.670,0.327970873,,
230.100,45.49,19.20,76.53,40.71,18.34,74.46,20.290,5.683,17.700,0.327114074,,
232.100,45.49,19.20,76.66,40.71,18.34,74.57,20.300,5.666,17.770,0.327316270,,
234.100,45.53,19.20,76.78,40.76,18.34,74.72,20.290,5.676,17.660,0.326005081,,
236.100,45.56,19.21,76.75,40.79,18.36,74.72,20.290,5.656,17.520,0.324688130,,
238.100,45.55,19.21,76.66,40.77,18.36,74.65,20.310,5.651,17.470,0.324644939,,
240.100,45.57,19.21,76.68,40.81,18.36,74.67,20.290,5.657,17.430,0.324095935,,
242.100,45.57,19.18,76.75,40.80,18.33,74.74,20.300,5.663,17.410,0.323993426,,
244.100,45.60,19.19,76.88,40.84,18.34,74.86,20.290,5.637,17.510,0.324059982,,
246.100,45.61,19.18,77.08,40.84,18.34,75.04,20.300,5.630,17.610,0.324392788,,
248.100,45.62,19.20,77.29,40.86,18.35,75.24,20.290,5.631,17.670,0.324217181,,
250.100,45.62,19.17,77.38,40.85,18.32,75.32,20.310,5.641,17.710,0.324641237,,
252.100,52.93,20.21,36.12,42.95,17.25,30.67,30.930,10.540,19.090,0.666446572,,
254.100,34.97,13.06,6.14,28.71,10.60,1.82,19.960,7.617,5.860,0.812939146,,
256.100,26.93,9.71,5.92,20.34,6.85,1.51,17.650,6.881,5.721,1.054003205,,
258.100,25.33,8.79,6.40,19.40,6.16,1.97,16.300,6.274,6.086,1.041197413,,
260.100,24.74,8.50,9.05,18.90,5.93,3.05,15.980,6.101,8.513,1.097385129,,
262.100,24.92,8.64,8.91,18.87,6.05,3.03,16.280,6.167,8.375,1.102754919,,
264.100,24.83,8.62,8.91,18.77,6.06,3.08,16.260,6.140,8.362,1.102501613,,
266.100,24.76,8.60,9.09,18.70,6.04,3.21,16.240,6.112,8.505,1.103730729,,
268.100,24.71,8.58,9.17,18.63,6.04,3.29,16.230,6.097,8.558,1.104574228,,
270.100,24.66,8.57,9.25,18.58,6.03,3.37,16.210,6.085,8.609,1.104424273,,
272.100,24.62,8.56,9.31,18.53,6.03,3.44,16.200,6.073,8.652,1.104740471,,
274.100,24.59,8.54,9.37,18.50,6.01,3.50,16.200,6.063,8.690,1.105187989,,
276.100,24.57,8.52,9.42,18.48,6.00,3.55,16.190,6.053,8.725,1.105013381,,
278.100,24.55,8.50,9.46,18.46,5.98,3.60,16.190,6.045,8.754,1.105250018,,
280.100,24.54,8.49,9.50,18.44,5.97,3.64,16.180,6.038,8.779,1.105062389,,
282.100,24.52,8.49,9.54,18.43,5.97,3.67,16.180,6.032,8.799,1.104773780,,
284.100,24.51,8.48,9.56,18.41,5.96,3.70,16.170,6.027,8.818,1.104719501,,
286.100,24.50,8.47,9.59,18.40,5.96,3.73,16.170,6.022,8.836,1.104671034,,
288.100,24.48,8.47,9.61,18.39,5.96,3.75,16.170,6.016,8.850,1.104719869,,
290.100,24.47,8.46,9.64,18.37,5.95,3.77,16.170,6.011,8.868,1.105143264,,
292.100,24.46,8.45,9.66,18.36,5.95,3.79,16.160,6.007,8.885,1.105014056,,
294.100,24.45,8.45,9.68,18.35,5.94,3.81,16.160,6.001,8.902,1.105169531,,
296.100,24.45,8.44,9.70,18.35,5.94,3.83,16.160,5.994,8.912,1.105040373,,
298.100,24.44,8.42,9.72,18.34,5.93,3.84,16.160,5.987,8.925,1.105332432,,
300.100,24.44,8.41,9.74,18.34,5.92,3.86,16.160,5.981,8.940,1.105377338,,
302.200,,,,,,,,,,,,
304.200,,,,,,,,,,,,
306.200,,,,,,,,,,,,
308.200,,,,,,,,,,,,
310.200,,,,,,,,,,,,
312.200,42.75,17.76,69.66,35.82,15.11,66.50,23.350,9.336,20.730,0.454875245,,
314.200,43.62,17.92,71.75,37.79,16.30,68.84,21.790,7.441,20.240,0.402432279,,
316.200,44.11,18.06,73.39,38.69,16.76,70.75,21.190,6.724,19.500,0.375705230,,
318.200,44.36,18.18,74.48,39.10,17.05,72.14,20.950,6.303,18.520,0.356793203,,
320.200,44.51,18.24,75.00,39.35,17.18,72.69,20.820,6.140,18.460,0.351493577,,
322.200,44.64,18.27,75.23,39.54,17.25,72.97,20.720,6.040,18.310,0.347333539,,
324.200,44.70,18.30,75.42,39.63,17.31,73.20,20.670,5.942,18.140,0.343875826,,
326.200,44.85,18.33,75.73,39.84,17.37,73.52,20.590,5.858,18.160,0.341222367,,
328.200,44.91,18.35,76.02,39.92,17.41,73.82,20.560,5.805,18.170,0.339573008,,
330.200,44.96,18.38,76.34,39.99,17.46,74.13,20.550,5.758,18.240,0.338562092,,
332.200,45.03,18.38,76.77,40.10,17.47,74.53,20.500,5.715,18.430,0.337963664,,
334.200,45.07,18.38,77.17,40.15,17.49,74.91,20.480,5.663,18.530,0.337027537,,
336.200,45.10,18.39,77.39,40.20,17.51,75.13,20.450,5.615,18.570,0.336005721,,
338.200,45.17,18.41,77.56,40.28,17.54,75.32,20.430,5.580,18.480,0.334159531,,
340.200,45.21,18.41,77.66,40.34,17.55,75.44,20.410,5.568,18.400,0.332843321,,
342.200,45.24,18.43,77.76,40.37,17.57,75.53,20.410,5.538,18.460,0.332718963,,
344.200,45.27,18.43,78.00,40.41,17.58,75.80,20.410,5.526,18.410,0.331459750,,
346.200,45.30,18.45,78.34,40.45,17.61,76.12,20.400,5.501,18.550,0.331278879,,
348.200,45.32,18.45,78.67,40.47,17.62,76.44,20.390,5.485,18.590,0.330521073,,
350.200,45.36,18.45,78.92,40.53,17.62,76.66,20.370,5.469,18.740,0.330680217,,
352.200,45.42,18.46,79.06,40.61,17.63,76.84,20.340,5.469,18.630,0.328982825,,
354.200,45.43,18.47,79.06,40.61,17.65,76.85,20.360,5.441,18.580,0.328480497,,
356.200,45.44,18.47,79.05,40.63,17.65,76.86,20.360,5.438,18.510,0.327867397,,
358.200,45.48,18.48,79.09,40.69,17.66,76.90,20.330,5.434,18.480,0.327127542,,
360.200,45.50,18.48,79.18,40.71,17.67,77.01,20.320,5.428,18.440,0.326375656,,
362.200,45.52,18.49,79.39,40.73,17.67,77.21,20.320,5.428,18.480,0.326141140,,
364.200,45.54,18.49,79.55,40.75,17.68,77.36,20.330,5.419,18.550,0.326231681,,
366.200,45.55,18.50,79.70,40.77,17.69,77.50,20.320,5.404,18.600,0.326007649,,
368.200,45.57,18.50,79.91,40.79,17.70,77.67,20.310,5.399,18.780,0.326740599,,
370.200,45.60,18.50,80.15,40.83,17.70,77.95,20.310,5.376,18.680,0.325073271,,
372.200,45.62,18.49,80.21,40.85,17.71,78.00,20.320,5.332,18.720,0.324926772,,
374.200,45.63,18.51,80.21,40.86,17.71,78.03,20.320,5.363,18.580,0.324033675,,
376.200,45.64,18.51,80.15,40.87,17.72,77.99,20.320,5.348,18.470,0.323165910,,
378.200,45.66,18.50,80.20,40.90,17.71,78.04,20.300,5.340,18.510,0.323088181,,
380.200,45.68,18.50,80.22,40.92,17.72,78.07,20.300,5.324,18.480,0.322609904,,
382.200,45.70,18.49,80.26,40.94,17.71,78.13,20.320,5.328,18.390,0.321962275,,
384.200,45.69,18.50,80.28,40.92,17.71,78.15,20.320,5.335,18.390,0.322013452,,
386.200,45.72,18.49,80.35,40.96,17.71,78.22,20.320,5.337,18.410,0.321915407,,
388.200,45.75,18.49,80.43,41.01,17.71,78.28,20.290,5.327,18.490,0.321948905,,
390.200,45.73,18.50,80.54,40.97,17.72,78.38,20.320,5.306,18.500,0.321923105,,
392.200,45.79,18.49,80.75,41.05,17.71,78.57,20.280,5.316,18.630,0.322041797,,
394.200,45.76,18.49,80.89,41.01,17.71,78.72,20.300,5.312,18.600,0.321682189,,
396.200,45.79,18.49,81.05,41.06,17.71,78.88,20.280,5.314,18.600,0.321060661,,
398.200,45.81,18.49,81.17,41.06,17.71,79.01,20.300,5.305,18.610,0.320910147,,
400.200,45.81,18.49,81.19,41.07,17.72,78.99,20.300,5.294,18.780,0.322064160,,
402.200,53.35,19.22,36.59,43.26,16.41,31.03,31.220,10.010,19.390,0.668357222,,
404.200,35.19,12.60,6.89,28.89,10.24,2.07,20.100,7.345,6.568,0.825638411,,
406.200,28.53,10.10,6.68,21.64,7.39,1.79,18.590,6.894,6.432,1.035594925,,
408.200,26.38,9.08,7.21,20.36,6.61,2.33,16.780,6.237,6.821,1.018709457,,
410.200,25.37,8.67,9.87,19.45,6.24,3.50,16.280,6.021,9.230,1.080050695,,
412.200,25.18,8.57,9.71,19.22,6.16,3.47,16.270,5.953,9.062,1.084101462,,
414.200,25.12,8.55,9.70,19.09,6.15,3.53,16.320,5.932,9.031,1.087385728,,
416.200,25.04,8.51,9.83,19.00,6.14,3.63,16.310,5.904,9.128,1.089474416,,
418.200,24.98,8.49,9.87,18.93,6.12,3.69,16.300,5.881,9.155,1.090365009,,
420.200,24.93,8.47,9.92,18.87,6.10,3.74,16.290,5.864,9.182,1.091200334,,
422.200,24.89,8.45,9.95,18.83,6.09,3.78,16.290,5.850,9.204,1.092049335,,
424.200,24.87,8.43,9.98,18.79,6.08,3.81,16.280,5.837,9.222,1.092674593,,
426.200,24.84,8.41,10.00,18.76,6.07,3.84,16.280,5.825,9.236,1.093430555,,
428.200,24.82,8.39,10.02,18.73,6.05,3.86,16.280,5.814,9.248,1.094152557,,
430.200,24.79,8.38,10.04,18.71,6.04,3.88,16.270,5.803,9.260,1.094182148,,
432.200,24.78,8.36,10.06,18.69,6.03,3.90,16.270,5.793,9.271,1.094637555,,
434.200,24.77,8.35,10.07,18.68,6.02,3.92,16.260,5.783,9.279,1.094447745,,
436.200,24.76,8.33,10.08,18.67,6.01,3.93,16.260,5.773,9.285,1.094575703,,
438.200,24.75,8.32,10.10,18.66,6.00,3.95,16.260,5.764,9.292,1.094735370,,
440.200,24.74,8.31,10.11,18.65,5.99,3.96,16.260,5.756,9.300,1.094926751,,
442.200,24.73,8.29,10.12,18.63,5.98,3.98,16.250,5.748,9.306,1.095081508,,
444.200,24.72,8.28,10.13,18.63,5.97,3.99,16.250,5.741,9.311,1.094820048,,
446.200,24.72,8.27,10.14,18.63,5.96,4.01,16.250,5.733,9.315,1.094527015,,
448.200,24.72,8.26,10.15,18.63,5.95,4.02,16.250,5.725,9.316,1.094167424,,
450.200,24.71,8.24,10.15,18.62,5.94,4.03,16.250,5.717,9.317,1.094305303,,
452.200,45.75,16.83,20.16,28.55,15.39,20.09,35.750,6.810,1.707,0.691347806,,
454.200,,,,,,,,,,,,
456.200,,,,,,,,,,,,
458.200,,,,,,,,,,,,
460.200,,,,,,,,,,,,
462.200,43.26,16.73,71.66,36.62,14.41,69.03,23.030,8.497,19.220,0.422680327,,
464.200,44.21,16.95,73.42,38.71,15.49,71.04,21.360,6.894,18.510,0.373395081,,
466.200,44.45,17.14,74.58,39.07,15.95,72.31,21.190,6.298,18.260,0.359286892,,
468.200,44.65,17.27,75.38,39.43,16.22,73.35,20.960,5.928,17.360,0.343007752,,
470.200,44.81,17.32,75.75,39.67,16.33,73.75,20.830,5.793,17.300,0.338520231,,
472.200,44.91,17.36,76.06,39.83,16.40,74.08,20.740,5.686,17.220,0.334939759,,
474.200,45.01,17.39,76.33,39.99,16.46,74.38,20.670,5.595,17.140,0.331766414,,
476.200,45.09,17.42,76.58,40.10,16.52,74.64,20.620,5.532,17.100,0.329513942,,
478.200,45.16,17.46,76.82,40.19,16.59,74.89,20.590,5.449,17.110,0.327705628,,
480.200,45.23,17.46,77.09,40.30,16.60,75.19,20.550,5.406,17.030,0.325429631,,
482.200,45.27,17.47,77.31,40.34,16.63,75.41,20.540,5.371,17.020,0.324301254,,
484.200,45.34,17.49,77.56,40.44,16.66,75.67,20.500,5.325,17.010,0.322625593,,
486.200,45.38,17.51,77.76,40.49,16.68,75.87,20.480,5.329,17.040,0.322076067,,
488.200,45.42,17.52,77.98,40.56,16.69,76.07,20.450,5.306,17.120,0.321602160,,
490.200,45.44,17.52,78.19,40.59,16.71,76.30,20.440,5.273,17.090,0.320381737,,
492.200,45.49,17.56,78.41,40.65,16.76,76.52,20.420,5.240,17.120,0.319420593,,
494.200,45.54,17.57,78.74,40.70,16.78,76.85,20.420,5.238,17.160,0.318752326,,
496.200,45.57,17.57,79.02,40.75,16.78,77.09,20.410,5.219,17.350,0.319261625,,
498.200,45.60,17.59,79.24,40.79,16.80,77.31,20.390,5.205,17.400,0.318717569,,
500.200,45.61,17.60,79.47,40.80,16.82,77.52,20.390,5.192,17.470,0.318573331,,
502.200,45.66,17.61,79.65,40.87,16.83,77.69,20.370,5.184,17.590,0.318664599,,
504.200,45.70,17.62,79.75,40.92,16.84,77.78,20.360,5.180,17.600,0.318282426,,
506.200,45.72,17.63,79.87,40.93,16.85,77.95,20.380,5.167,17.420,0.316562293,,
508.200,45.73,17.64,79.88,40.95,16.87,77.96,20.370,5.160,17.430,0.316394167,,
510.200,45.75,17.66,79.98,40.97,16.90,78.06,20.360,5.139,17.440,0.315890532,,
512.200,45.78,17.65,80.08,41.01,16.88,78.17,20.340,5.136,17.410,0.315199177,,
514.200,45.81,17.67,80.11,41.05,16.91,78.17,20.330,5.115,17.510,0.315543965,,
516.200,45.80,17.67,80.28,41.03,16.91,78.34,20.360,5.120,17.530,0.315600235,,
518.200,45.85,17.65,80.57,41.09,16.89,78.61,20.350,5.121,17.650,0.315696610,,
520.200,45.86,17.66,80.80,41.09,16.90,78.82,20.370,5.128,17.790,0.316409619,,
522.200,45.86,17.67,81.04,41.09,16.91,79.04,20.370,5.103,17.870,0.316279918,,
524.200,45.88,17.68,81.19,41.11,16.92,79.19,20.360,5.107,17.940,0.316331439,,
526.200,45.91,17.68,81.24,41.16,16.93,79.23,20.340,5.086,17.960,0.315948150,,
528.200,45.93,17.69,81.20,41.17,16.95,79.21,20.360,5.081,17.860,0.315306197,,
530.200,45.95,17.69,81.12,41.20,16.94,79.16,20.350,5.081,17.740,0.314428259,,
532.200,45.98,17.70,81.09,41.23,16.95,79.11,20.350,5.078,17.770,0.314647826,,
534.200,45.98,17.70,81.20,41.23,16.96,79.24,20.350,5.068,17.760,0.314181765,,
536.200,46.00,17.71,81.37,41.26,16.96,79.39,20.340,5.083,17.830,0.314315820,,
538.200,46.00,17.71,81.63,41.26,16.98,79.64,20.350,5.039,17.930,0.314178996,,
540.200,46.03,17.70,81.81,41.28,16.97,79.81,20.360,5.038,17.960,0.314051862,,
542.200,46.03,17.70,81.98,41.28,16.97,79.97,20.360,5.044,18.080,0.314599913,,
544.200,46.05,17.68,82.17,41.31,16.95,80.14,20.350,5.033,18.170,0.314689306,,
546.200,46.04,17.69,82.27,41.29,16.96,80.24,20.370,5.042,18.190,0.314838617,,
548.200,46.08,17.71,82.31,41.34,16.98,80.29,20.350,5.052,18.140,0.314133179,,
550.200,46.08,17.74,82.22,41.33,17.01,80.18,20.360,5.034,18.190,0.314640485,,
552.200,53.60,18.43,36.71,43.42,15.72,31.23,31.430,9.620,19.300,0.667810114,,
554.200,35.58,12.20,6.98,29.26,9.93,2.10,20.230,7.098,6.655,0.823151826,,
556.200,28.94,9.89,6.82,22.05,7.30,1.84,18.750,6.667,6.561,1.025165903,,
558.200,26.78,8.94,7.43,20.75,6.59,2.40,16.930,6.046,7.026,1.008945386,,
560.200,25.75,8.54,10.14,19.84,6.24,3.58,16.420,5.833,9.489,1.070159469,,
562.200,25.55,8.43,9.95,19.60,6.16,3.55,16.380,5.753,9.292,1.072196254,,
564.200,25.48,8.40,9.92,19.48,6.15,3.60,16.430,5.729,9.247,1.074480824,,
566.200,25.41,8.37,10.04,19.39,6.13,3.70,16.420,5.702,9.331,1.076530787,,
568.200,25.35,8.34,10.07,19.32,6.11,3.75,16.410,5.680,9.346,1.077239394,,
570.200,25.30,8.32,10.11,19.26,6.09,3.80,16.400,5.661,9.367,1.078036566,,
572.200,25.26,8.29,10.14,19.22,6.08,3.84,16.390,5.644,9.381,1.078293403,,
574.200,25.22,8.27,10.16,19.18,6.05,3.87,16.390,5.629,9.391,1.079084788,,
576.200,25.19,8.24,10.18,19.14,6.03,3.91,16.380,5.617,9.398,1.079607978,,
578.200,25.17,8.22,10.19,19.11,6.02,3.94,16.380,5.606,9.403,1.080107360,,
580.200,25.15,8.20,10.20,19.08,6.00,3.96,16.370,5.596,9.406,1.080377436,,
582.200,25.13,8.19,10.20,19.06,5.99,3.97,16.370,5.587,9.401,1.080937608,,
584.200,25.11,8.17,10.20,19.04,5.97,3.97,16.370,5.578,9.397,1.081496049,,
586.200,25.09,8.16,10.21,19.02,5.96,3.98,16.360,5.570,9.400,1.081724959,,
588.200,25.08,8.14,10.22,19.01,5.94,4.00,16.360,5.562,9.401,1.081856802,,
590.200,25.06,8.12,10.22,18.99,5.93,4.02,16.350,5.553,9.401,1.082060145,,
592.200,25.05,8.09,10.23,18.98,5.89,4.03,16.350,5.542,9.400,1.082730701,,
594.200,25.04,8.06,10.23,18.97,5.86,4.04,16.350,5.534,9.402,1.083723025,,
596.200,25.02,8.04,10.24,18.95,5.84,4.05,16.340,5.529,9.406,1.084468948,,
598.200,25.01,8.03,10.25,18.94,5.83,4.07,16.340,5.526,9.409,1.084732242,,
600.200,25.00,8.02,10.25,18.93,5.82,4.08,16.340,5.524,9.407,1.084969815,,
