"time (s)",G*,G*,G*,G',G',G',"G""","G""","G""",LT,LT,LT
196.100,95.10,23.13,44.24,85.67,21.82,43.67,41.28,7.69,7.08,0.370825615,,
198.100,95.23,23.14,44.34,85.83,21.83,43.77,41.24,7.69,7.09,0.369939906,,
200.100,95.31,23.18,44.38,85.92,21.87,43.81,41.25,7.68,7.07,0.369426121,,
202.100,95.40,23.22,44.39,86.03,21.92,43.82,41.24,7.66,7.11,0.369038677,,
204.100,95.48,23.23,44.46,86.12,21.93,43.90,41.24,7.66,7.09,0.368423824,,
206.100,95.55,23.26,44.56,86.19,21.97,43.99,41.24,7.65,7.09,0.367886954,,
208.100,95.66,23.29,44.63,86.32,21.99,44.07,41.21,7.67,7.09,0.367305421,,
210.100,95.70,23.32,44.69,86.36,22.02,44.12,41.24,7.68,7.10,0.367344262,,
212.100,95.78,23.35,44.75,86.46,22.07,44.19,41.21,7.64,7.06,0.366068622,,
214.100,95.88,23.37,44.78,86.56,22.08,44.22,41.23,7.64,7.05,0.365864189,,
216.100,95.91,23.40,44.85,86.58,22.12,44.30,41.25,7.62,7.01,0.365196078,,
218.100,95.98,23.44,44.90,86.67,22.16,44.35,41.24,7.64,7.02,0.364904034,,
220.100,96.07,23.45,44.93,86.78,22.18,44.37,41.22,7.61,7.07,0.364599230,,
222.100,96.07,23.46,45.00,86.75,22.19,44.44,41.28,7.61,7.06,0.364793324,,
224.100,96.14,23.45,45.09,86.84,22.18,44.54,41.26,7.60,7.02,0.363857775,,
226.100,96.22,23.49,45.13,86.93,22.22,44.58,41.24,7.60,7.03,0.363468419,,
228.100,96.26,23.49,45.20,86.96,22.22,44.65,41.28,7.63,7.02,0.363576676,,
230.100,96.35,23.53,45.28,87.07,22.24,44.73,41.26,7.66,7.04,0.363275773,,
232.100,96.38,23.56,45.30,87.10,22.30,44.76,41.27,7.63,7.02,0.362681629,,
234.100,96.44,23.58,45.31,87.16,22.31,44.76,41.29,7.63,7.07,0.363055177,,
236.100,96.50,23.60,45.44,87.24,22.34,44.90,41.26,7.63,6.97,0.361613154,,
238.100,96.55,23.63,45.52,87.29,22.36,44.98,41.27,7.64,7.03,0.361766798,,
240.100,96.60,23.66,45.61,87.33,22.40,45.06,41.28,7.62,7.01,0.361205504,,
242.100,96.62,23.67,45.67,87.34,22.42,45.13,41.31,7.62,7.00,0.361082058,,
244.100,96.66,23.69,45.77,87.39,22.44,45.23,41.31,7.60,6.98,0.360402425,,
246.100,96.73,23.71,45.87,87.47,22.46,45.33,41.29,7.60,7.01,0.360041221,,
248.100,96.77,23.72,45.92,87.52,22.47,45.38,41.29,7.61,7.01,0.359844243,,
250.100,96.82,23.74,46.00,87.56,22.48,45.46,41.31,7.62,7.01,0.359736334,,
252.100,118.80,24.13,30.63,99.52,20.22,26.71,64.87,13.17,14.99,0.635233868,,
254.100,67.30,11.25,5.09,54.82,8.22,2.75,39.04,7.68,4.28,0.775202165,,
256.100,51.87,8.58,4.21,39.08,5.58,1.84,34.11,6.52,3.78,0.954950112,,
258.100,49.30,7.69,3.91,37.72,4.99,1.61,31.75,5.85,3.56,0.928785793,,
260.100,48.79,7.58,4.67,37.28,4.84,1.85,31.47,5.83,4.29,0.945563691,,
262.100,49.38,7.67,4.66,37.43,4.89,1.86,32.20,5.92,4.27,0.959589785,,
264.100,49.22,7.68,4.57,37.33,4.91,1.81,32.08,5.91,4.20,0.957746799,,
266.100,49.15,7.69,4.56,37.26,4.92,1.80,32.06,5.90,4.19,0.958411969,,
268.100,49.09,7.70,4.55,37.22,4.95,1.78,32.02,5.90,4.18,0.958130433,,
270.100,49.05,7.72,4.54,37.17,4.97,1.77,31.99,5.91,4.18,0.958341875,,
272.100,49.01,7.74,4.53,37.14,4.99,1.76,31.97,5.91,4.18,0.958324789,,
274.100,48.98,7.75,4.53,37.12,5.02,1.75,31.96,5.91,4.18,0.958340930,,
276.100,48.96,7.77,4.53,37.10,5.04,1.74,31.95,5.92,4.18,0.958358025,,
278.100,48.94,7.79,4.53,37.08,5.06,1.73,31.94,5.92,4.19,0.958470095,,
280.100,48.92,7.81,4.55,37.07,5.08,1.74,31.93,5.93,4.20,0.958370360,,
282.100,48.90,7.82,4.56,37.05,5.10,1.74,31.92,5.93,4.22,0.958489018,,
284.100,48.90,7.84,4.58,37.05,5.13,1.74,31.91,5.94,4.23,0.958148325,,
286.100,48.89,7.86,4.59,37.04,5.15,1.75,31.91,5.94,4.25,0.958212896,,
288.100,48.88,7.89,4.61,37.03,5.17,1.76,31.90,5.95,4.26,0.958005369,,
290.100,48.87,7.91,4.63,37.03,5.20,1.76,31.90,5.96,4.28,0.957853100,,
292.100,48.87,7.93,4.65,37.03,5.22,1.78,31.89,5.97,4.29,0.957474842,,
294.100,48.87,7.95,4.66,37.03,5.24,1.79,31.89,5.98,4.30,0.957210633,,
296.100,48.86,7.97,4.67,37.03,5.26,1.79,31.88,5.98,4.31,0.956740694,,
298.100,48.86,7.98,4.69,37.02,5.28,1.80,31.88,5.99,4.33,0.956801742,,
300.100,48.86,8.00,4.70,37.02,5.30,1.81,31.88,6.00,4.34,0.956623229,,
302.200,77.68,13.23,4.91,44.19,12.94,2.98,63.89,2.77,3.90,1.173909427,,
304.200,60.80,8.18,2.92,54.23,7.88,1.46,27.48,2.18,2.53,0.506425886,,
306.200,,,,,,,,,,,,
308.200,,,,,,,,,,,,
310.200,,,,,,,,,,,,
312.200,,23.31,48.39,,20.33,47.47,,11.41,9.41,0.307138643,,
314.200,92.36,23.99,49.36,81.45,21.89,48.63,43.56,9.82,8.45,0.406850036,,
316.200,92.96,24.33,49.87,82.62,22.51,49.19,42.62,9.23,8.21,0.389132970,,
318.200,93.37,24.56,50.24,83.37,22.92,49.66,42.05,8.83,7.63,0.375171529,,
320.200,93.59,24.69,50.45,83.62,23.11,49.86,42.02,8.70,7.71,0.373146433,,
322.200,94.01,24.80,50.67,84.15,23.24,50.08,41.91,8.64,7.73,0.370114943,,
324.200,94.34,24.90,50.86,84.57,23.38,50.27,41.81,8.57,7.76,0.367469346,,
326.200,94.63,24.99,51.03,84.93,23.49,50.44,41.74,8.54,7.75,0.365233539,,
328.200,94.88,25.09,51.20,85.23,23.61,50.61,41.68,8.47,7.73,0.363022891,,
330.200,95.07,25.13,51.34,85.46,23.66,50.75,41.65,8.45,7.73,0.361768937,,
332.200,95.24,25.18,51.46,85.66,23.73,50.88,41.63,8.44,7.72,0.360585262,,
334.200,95.42,25.24,51.56,85.87,23.80,50.98,41.60,8.39,7.71,0.359122316,,
336.200,95.61,25.26,51.65,86.10,23.83,51.07,41.56,8.38,7.71,0.358049689,,
338.200,95.73,25.30,51.73,86.25,23.88,51.16,41.55,8.34,7.70,0.357058714,,
340.200,95.90,25.33,51.82,86.45,23.92,51.24,41.50,8.33,7.72,0.356079451,,
342.200,95.99,25.35,51.90,86.56,23.95,51.32,41.51,8.30,7.73,0.355539764,,
344.200,96.08,25.41,51.98,86.64,24.02,51.41,41.51,8.29,7.67,0.354593694,,
346.200,96.18,25.47,52.08,86.76,24.09,51.52,41.51,8.27,7.63,0.353581327,,
348.200,96.29,25.50,52.21,86.89,24.12,51.65,41.49,8.27,7.64,0.352889463,,
350.200,96.41,25.53,52.33,87.03,24.16,51.76,41.48,8.27,7.68,0.352414851,,
352.200,96.49,25.57,52.39,87.13,24.20,51.83,41.46,8.24,7.68,0.351679333,,
354.200,96.56,25.58,52.47,87.20,24.22,51.90,41.46,8.24,7.68,0.351340926,,
356.200,96.59,25.60,52.53,87.22,24.23,51.96,41.49,8.25,7.73,0.351685943,,
358.200,96.69,25.65,52.59,87.36,24.29,52.02,41.45,8.24,7.70,0.350620150,,
360.200,96.78,25.66,52.65,87.46,24.31,52.08,41.44,8.23,7.70,0.350106805,,
362.200,96.90,25.69,52.72,87.60,24.35,52.17,41.41,8.20,7.59,0.348501097,,
364.200,96.96,25.71,52.75,87.68,24.37,52.20,41.41,8.19,7.63,0.348414003,,
366.200,96.98,25.74,52.80,87.68,24.41,52.24,41.44,8.19,7.62,0.348384349,,
368.200,97.10,25.79,52.82,87.84,24.46,52.27,41.38,8.18,7.57,0.347159264,,
370.200,97.13,25.80,52.83,87.85,24.47,52.29,41.42,8.19,7.58,0.347427252,,
372.200,97.14,25.81,52.85,87.85,24.47,52.31,41.44,8.19,7.58,0.347506530,,
374.200,97.21,25.83,52.88,87.93,24.50,52.34,41.44,8.17,7.59,0.347144504,,
376.200,97.22,25.86,52.90,87.92,24.54,52.36,41.49,8.16,7.58,0.347263682,,
378.200,97.27,25.88,52.94,87.99,24.55,52.38,41.48,8.19,7.67,0.347665535,,
380.200,97.38,25.91,52.98,88.12,24.59,52.42,41.44,8.17,7.66,0.346817659,,
382.200,97.44,25.93,53.03,88.19,24.61,52.48,41.43,8.16,7.62,0.346151985,,
384.200,97.42,25.95,53.07,88.14,24.64,52.53,41.49,8.14,7.54,0.345835098,,
386.200,97.52,25.97,53.11,88.28,24.66,52.58,41.43,8.15,7.50,0.344840503,,
388.200,97.55,25.99,53.15,88.29,24.68,52.62,41.48,8.15,7.50,0.345032913,,
390.200,97.59,26.01,53.18,88.35,24.70,52.65,41.47,8.16,7.51,0.344803862,,
392.200,97.63,26.02,53.21,88.38,24.71,52.68,41.48,8.16,7.53,0.344863365,,
394.200,97.68,26.05,53.25,88.43,24.73,52.72,41.48,8.17,7.55,0.344845672,,
396.200,97.70,26.06,53.29,88.46,24.75,52.75,41.49,8.17,7.59,0.344938539,,
398.200,97.79,26.08,53.32,88.56,24.77,52.79,41.46,8.16,7.54,0.344088611,,
400.200,97.81,26.10,53.34,88.59,24.80,52.81,41.47,8.15,7.54,0.343916968,,
402.200,121.10,26.52,36.52,101.70,22.30,32.25,65.77,14.35,17.14,0.622464000,,
404.200,69.23,12.03,5.21,56.85,8.98,2.61,39.51,8.01,4.51,0.760239643,,
406.200,53.52,9.27,4.48,40.66,6.23,1.79,34.80,6.87,4.11,0.940261714,,
408.200,50.81,8.31,4.24,39.20,5.60,1.59,32.33,6.15,3.93,0.914241366,,
410.200,50.15,8.19,5.42,38.64,5.42,1.92,31.97,6.14,5.07,0.939020943,,
412.200,50.64,8.27,5.36,38.70,5.44,1.94,32.66,6.23,4.99,0.952321014,,
414.200,50.44,8.27,5.26,38.54,5.45,1.93,32.54,6.22,4.89,0.950586903,,
416.200,50.35,8.27,5.28,38.43,5.46,1.96,32.53,6.21,4.90,0.951632248,,
418.200,50.27,8.28,5.28,38.36,5.48,1.99,32.50,6.21,4.89,0.951319034,,
420.200,50.21,8.29,5.28,38.29,5.50,2.01,32.48,6.21,4.88,0.951199808,,
422.200,50.16,8.30,5.27,38.25,5.52,2.03,32.46,6.21,4.86,0.950433435,,
424.200,50.12,8.32,5.25,38.21,5.53,2.05,32.44,6.21,4.84,0.949620021,,
426.200,50.08,8.33,5.24,38.17,5.55,2.07,32.43,6.21,4.81,0.949024832,,
428.200,50.05,8.35,5.22,38.14,5.57,2.08,32.42,6.21,4.79,0.948241974,,
430.200,50.02,8.36,5.20,38.11,5.59,2.09,32.41,6.22,4.76,0.947477615,,
432.200,50.00,8.37,5.17,38.08,5.61,2.10,32.40,6.22,4.73,0.946689089,,
434.200,49.98,8.39,5.15,38.06,5.62,2.11,32.39,6.23,4.70,0.945778923,,
436.200,49.96,8.40,5.12,38.04,5.64,2.12,32.38,6.23,4.66,0.944799878,,
438.200,49.94,8.42,5.09,38.02,5.66,2.12,32.37,6.23,4.63,0.943926458,,
440.200,49.93,8.44,5.06,38.01,5.68,2.12,32.37,6.24,4.60,0.943155275,,
442.200,49.91,8.45,5.05,38.00,5.69,2.13,32.36,6.24,4.58,0.942279155,,
444.200,49.90,8.46,5.03,37.98,5.71,2.14,32.36,6.25,4.56,0.941913241,,
446.200,49.89,8.48,5.02,37.97,5.73,2.14,32.35,6.25,4.54,0.941140538,,
448.200,49.88,8.49,5.00,37.96,5.75,2.14,32.35,6.26,4.52,0.940606801,,
450.200,49.87,8.51,4.99,37.95,5.76,2.15,32.35,6.26,4.50,0.940098999,,
452.200,74.91,14.97,5.56,41.87,14.55,4.46,62.12,3.53,3.32,1.132830722,,
454.200,59.77,9.02,3.38,52.57,8.65,2.31,28.46,2.55,2.47,0.526948747,,
456.200,,,,,,,,,,,,
458.200,,,,,,,,,,,,
460.200,,,,,,,,,,,,
462.200,,25.45,47.82,,22.24,46.78,,12.36,9.93,0.322906404,,
464.200,93.88,26.08,48.85,82.69,23.82,48.05,44.45,10.61,8.78,0.413062888,,
466.200,94.74,26.50,49.46,84.31,24.58,48.78,43.22,9.92,8.19,0.388983320,,
468.200,95.18,26.77,49.85,85.14,25.02,49.28,42.56,9.50,7.50,0.373557451,,
470.200,95.38,26.86,50.03,85.36,25.17,49.46,42.56,9.39,7.53,0.371754485,,
472.200,95.71,26.96,50.21,85.76,25.30,49.64,42.49,9.30,7.55,0.369247044,,
474.200,96.09,27.06,50.37,86.24,25.44,49.80,42.39,9.22,7.56,0.366404508,,
476.200,96.34,27.14,50.51,86.54,25.55,49.94,42.33,9.17,7.54,0.364407826,,
478.200,96.61,27.24,50.68,86.88,25.66,50.12,42.26,9.14,7.54,0.362301734,,
480.200,96.83,27.31,50.79,87.15,25.76,50.23,42.21,9.06,7.51,0.360297904,,
482.200,97.03,27.36,50.89,87.38,25.82,50.33,42.18,9.04,7.50,0.359065615,,
484.200,97.13,27.42,50.99,87.49,25.89,50.44,42.18,9.02,7.51,0.358362837,,
486.200,97.30,27.46,51.13,87.69,25.95,50.58,42.15,8.99,7.49,0.357039337,,
488.200,97.47,27.49,51.23,87.90,25.99,50.69,42.11,8.96,7.47,0.355699356,,
490.200,97.63,27.54,51.28,88.11,26.05,50.72,42.06,8.93,7.54,0.354967249,,
492.200,97.72,27.58,51.31,88.20,26.09,50.75,42.07,8.95,7.52,0.354720068,,
494.200,97.81,27.60,51.36,88.30,26.12,50.81,42.09,8.92,7.53,0.354312171,,
496.200,97.91,27.68,51.45,88.41,26.20,50.90,42.08,8.93,7.51,0.353543593,,
498.200,98.03,27.73,51.50,88.55,26.27,50.96,42.06,8.90,7.50,0.352629992,,
500.200,98.09,27.75,51.59,88.61,26.29,51.04,42.07,8.89,7.52,0.352410510,,
502.200,98.21,27.77,51.66,88.76,26.31,51.11,42.04,8.89,7.50,0.351564569,,
504.200,98.20,27.80,51.67,88.72,26.36,51.12,42.09,8.85,7.55,0.351931408,,
506.200,98.34,27.82,51.75,88.90,26.38,51.21,42.03,8.84,7.50,0.350573608,,
508.200,98.38,27.83,51.83,88.94,26.39,51.29,42.05,8.83,7.52,0.350486136,,
510.200,98.48,27.85,51.90,89.07,26.41,51.35,42.02,8.83,7.54,0.349973026,,
512.200,98.48,27.86,51.93,89.04,26.43,51.38,42.07,8.81,7.54,0.350104885,,
514.200,98.57,27.89,51.95,89.15,26.47,51.41,42.05,8.80,7.49,0.349284560,,
516.200,98.66,27.92,51.99,89.26,26.50,51.45,42.02,8.80,7.53,0.348932480,,
518.200,98.73,27.95,52.03,89.36,26.53,51.49,42.00,8.79,7.51,0.348261441,,
520.200,98.73,27.98,52.06,89.33,26.56,51.51,42.05,8.79,7.54,0.348709677,,
522.200,98.80,28.01,52.10,89.40,26.60,51.56,42.05,8.79,7.52,0.348269277,,
524.200,98.88,28.04,52.14,89.51,26.63,51.61,42.02,8.77,7.47,0.347332340,,
526.200,98.92,28.06,52.12,89.54,26.64,51.57,42.03,8.80,7.49,0.347666170,,
528.200,98.97,28.09,52.11,89.61,26.67,51.56,42.02,8.82,7.50,0.347581030,,
530.200,98.97,28.11,52.16,89.58,26.70,51.62,42.07,8.79,7.48,0.347516379,,
532.200,99.01,28.10,52.18,89.62,26.69,51.64,42.09,8.79,7.50,0.347615362,,
534.200,99.08,28.14,52.23,89.72,26.73,51.68,42.05,8.78,7.53,0.347118301,,
536.200,99.17,28.15,52.25,89.83,26.74,51.71,42.01,8.80,7.51,0.346523651,,
538.200,99.17,28.18,52.30,89.81,26.78,51.76,42.05,8.79,7.49,0.346438966,,
540.200,99.25,28.20,52.30,89.92,26.81,51.77,42.02,8.77,7.48,0.345810089,,
542.200,99.27,28.21,52.30,89.93,26.82,51.75,42.04,8.76,7.53,0.346142433,,
544.200,99.31,28.22,52.32,89.97,26.83,51.78,42.04,8.75,7.45,0.345485823,,
546.200,99.31,28.23,52.33,89.96,26.84,51.79,42.08,8.74,7.46,0.345708524,,
548.200,99.38,28.25,52.38,90.04,26.85,51.85,42.07,8.77,7.47,0.345567145,,
550.200,99.46,28.27,52.37,90.14,26.88,51.84,42.03,8.76,7.47,0.345013621,,
552.200,122.50,28.35,36.81,102.90,23.88,32.46,66.49,15.28,17.38,0.622645064,,
554.200,70.85,12.64,6.20,58.50,9.58,3.74,39.97,8.26,4.95,0.740350877,,
556.200,54.16,9.75,5.08,41.36,6.69,2.59,34.96,7.10,4.37,0.916946474,,
558.200,51.49,8.76,4.54,39.87,6.04,2.20,32.58,6.35,3.97,0.891776152,,
560.200,50.88,8.66,5.38,39.36,5.86,2.48,32.25,6.37,4.78,0.909963935,,
562.200,51.50,8.75,5.39,39.48,5.87,2.46,33.07,6.49,4.80,0.927791491,,
564.200,51.28,8.75,5.29,39.30,5.89,2.40,32.94,6.48,4.72,0.927355636,,
566.200,51.18,8.75,5.28,39.18,5.90,2.40,32.93,6.46,4.71,0.928928022,,
568.200,51.10,8.76,5.26,39.10,5.91,2.39,32.90,6.46,4.69,0.929344501,,
570.200,51.03,8.77,5.24,39.03,5.93,2.38,32.88,6.46,4.67,0.929630725,,
572.200,50.98,8.78,5.21,38.97,5.95,2.37,32.86,6.46,4.64,0.929805638,,
574.200,50.93,8.79,5.19,38.92,5.96,2.36,32.84,6.46,4.62,0.929787054,,
576.200,50.89,8.81,5.17,38.88,5.98,2.35,32.83,6.46,4.60,0.929786288,,
578.200,50.85,8.82,5.15,38.84,6.00,2.34,32.82,6.47,4.58,0.929703726,,
580.200,50.82,8.84,5.12,38.81,6.02,2.34,32.80,6.47,4.56,0.929124176,,
582.200,50.79,8.85,5.09,38.78,6.04,2.33,32.80,6.47,4.53,0.928968355,,
584.200,50.76,8.87,5.07,38.75,6.06,2.32,32.79,6.47,4.50,0.928642662,,
586.200,50.73,8.88,5.04,38.72,6.08,2.32,32.78,6.48,4.48,0.928362201,,
588.200,50.71,8.90,5.02,38.70,6.10,2.31,32.77,6.48,4.46,0.927926972,,
590.200,50.69,8.91,5.00,38.68,6.11,2.30,32.76,6.48,4.44,0.927550695,,
592.200,50.68,8.93,4.98,38.67,6.13,2.29,32.76,6.49,4.42,0.927230645,,
594.200,50.66,8.94,4.96,38.64,6.15,2.29,32.75,6.49,4.40,0.927090415,,
596.200,50.65,8.95,4.93,38.63,6.16,2.28,32.75,6.50,4.38,0.926727709,,
